,SKU,Fecha,Toneladas
3833,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-01-17,0.017629
3839,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-01,0.230906
3840,PH ELITE DH 6 X 8 LA,2019-12-17,10.171148
3841,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-03-13,654962.112
3844,PH ELITE DUO  DH 4x12 25 METROS,2020-02-15,6.912407
3845,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-02-07,208.0
3850,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-03-17,243019.584
3854,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-12,7360.0
3860, PH ELITE PLUS DH VERTICAL 6 X 8,2019-12-22,0.034639
3861,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-06,5568.0
3864,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-08,4676673.6
3868,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-16,200400.0
3872,RC NOVA DH MEGAROLLO  1 X 12,2021-05-24,30.725913
3878,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-03-19,108960.768
3881,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-26,184032.0
3884,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-03-06,58798.8
3885,SE ELITE CORTADA 1000 X 12,2020-10-29,0.141465
3889,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-31,1.108006
3897,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-05-24,0.212
3898,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-04-28,71600.0
3902,PH ELITE PLUS DH 24 X 2,2020-12-02,0.896193
3903,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-01,422016.0
3904, PH ELITE PLUS DH VERTICAL 6 X 8,2020-03-08,0.069278
3905,PH NOBLE DH 2 X 10,2020-05-15,38.106508
3912,PH HIGIENOL DH  4 X 12,2020-09-30,4.3164
3913,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-30,335712.0
3915,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-08-03,0.079124
3916,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-11-10,2784.0
3917,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-03,3.892061
3922,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-11-13,52084.0
3924,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-18,131196.0
3930,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-10-02,45008.0
3936,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-04,0.032886
3941,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-10,7.564424
3945,PH ELITE PLUS DH 24 X 2,2021-06-09,2.517483
3949,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-08-08,2.029524
3953,PH NOBLE DH 24 X 2,2020-06-15,0.71991
3954,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-01-22,124872.0
3955,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-02-23,3520.0
3961,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-01-30,166696.32
3968,PH ELITE PLUS DH 24 X 2,2019-10-14,3.192375
3974,PH ELITE DH 2 X 10 LA,2021-01-13,11.149405
3975,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-27,0.183311
3976,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-28,66468.0
3977,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-21,1.219918
3989,PH HIGIENOL DH 4x6 40 METROS,2020-12-30,9.912893
3991,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-03-09,0.242743
3993,PH ELITE DH 24 X 2 LA,2020-10-11,0.173964
3994,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-16,176709.12
3995,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-03-24,218400.0
4000,PH ELITE DUO  DH 4x12 25 METROS,2021-05-12,3.664674
4001,SE ELITE CORTADA 1000 X 12,2020-05-13,0.124152
4002,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-10-08,1199.952
4004,PH ELITE DUO  DH 4x12 25 METROS,2020-11-13,4.892815
4005, PH ELITE PLUS DH VERTICAL 6 X 8,2021-05-20,0.43417
4009,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-09-09,110400.0
4011,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-05-12,493872.0
4015,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-08-31,2.624043
4021,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-03-29,1198.8
4022,RC NOVA DH MEGAROLLO  1 X 12,2021-01-24,0.241688
4023,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-01-07,131147.52
4028,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-09,106024.0
4033,PH ELITE DH 24 X 2 LA,2021-04-09,15.48789
4034,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-04-19,540.0108
4039,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-10,128528.0
4040,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-01-23,277873.92
4053,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-10-15,65152.0
4054,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-20,0.021228
4055,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-01-28,96474.944
4057,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-06-17,130081.536
4069,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-05-30,719.928
4075,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-12-04,142974.72
4076,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-09-02,0.176329
4078,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-04-28,0.097083
4084,PH ELITE DH 24 X 2 LA,2020-04-05,0.062433
4087,PH NOBLE DH 2 X 10,2020-06-07,0.01061
4089,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-12-21,89232.0
4090,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-07,1.960543
4091,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-15,123500.0
4094,PH HIGIENOL DH  4 X 12,2020-10-23,4.183324
4107,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-09,0.126916
4108,PH NOBLE DH 2 X 10,2021-03-09,10.676417
4110,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-01-30,1105766.4
4117,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-03-26,175120.0
4119,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-02-05,43268.0
4124,PH ELITE DH 24 X 2 LA,2020-11-17,8.776929
4127,PH HIGIENOL DH 4x6 40 METROS,2021-05-22,4.695117
4133,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-11-29,1.017054
4143,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-12-13,2.861427
4144,PH HIGIENOL DH  4 X 12,2020-12-02,3.256266
4151,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-09-24,275264.0
4156,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-11-27,106720.0
4160,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-08-10,99600.0
4162,PH HIGIENOL DH 4x6 40 METROS,2019-09-26,3.8036
4163,PH ELITE  DH 4 X 12 LA,2021-03-18,11.828164
4169,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-01-19,343776.0
4170,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-11-20,0.051732
4171,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-04-17,368516.736
4179,PH NOBLE DH 2 X 10,2020-07-17,23.783781
4182,PH ELITE CLÁSICO DH 2 X 10 CO,2020-09-24,0.821119
4184,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-03-30,0.18927
4185,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-01-14,1943.9028
4191,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-08-28,43648.0
4196,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-22,1.845805
4197,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-04-12,4223911.104
4203,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-11-20,74200.0
4213,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-07-30,640723.392
4215,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-30,0.121141
4216,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-07,0.380377
4219,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-12-15,15931.2384
4222,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-09,261348.0
4223,RC NOVA DH MEGAROLLO  2 X 6,2020-07-09,3.121955
4224,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-10,0.146709
4225,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-26,123552.0
4228,RC NOVA DH MEGAROLLO  1 X 12,2020-05-17,0.205108
4229,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-07-17,114051.84
4234,PH ELITE  DH 4 X 12 LA,2019-10-11,16.27878
4235,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-25,202148.8128
4237,SE ELITE CORTADA 1000 X 12,2020-06-25,0.068868
4241,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-08-19,169198.2
4243,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-01,0.015964
4245,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-30,4849674.624
4246,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-04,242496.0
4247,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-01,59136.0
4248,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-05,6.774048
4249,PH ELITE DH 24 X 2 LA,2020-08-06,13.00244
4269,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-17,3000.0
4275,PH NOBLE DH 2 X 10,2020-04-28,36.920593
4278,PH HIGIENOL DH 4x6 40 METROS,2020-07-14,1.058158
4281,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-03-09,42112.0
4284,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-13,15.656764
4285,PH ELITE  DH 4 X 12 LA,2021-06-06,0.122966
4286,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-24,144768.0
4289,PH ELITE PLUS DH 24 X 2,2020-12-25,0.003139
4292,PH HIGIENOL DH  4 X 12,2020-02-14,7.883656
4295,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-28,127713.024
4297,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-10-20,1.146617
4298,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-04-22,87928.0
4301, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-06,4.891583
4305,PH ELITE DH 2 X 10 LA,2020-10-08,10.767834
4308,PH HIGIENOL DH 4x6 40 METROS,2021-03-06,6.056668
4309,PH NOBLE DH 24 X 2,2021-03-11,2.561364
4317,PH HIGIENOL DH  4 X 12,2019-11-06,12.693733
4323,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-14,301248.0
4326,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-05-20,111940.0
4332,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-12-24,132000.0
4333,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-12-26,67712.0
4334,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-04-01,57216.1536
4335,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-10-12,269759.808
4338,RC NOVA DH MEGAROLLO  2 X 6,2020-04-17,1.847226
4340,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-04,30912.0
4353,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-03-03,57652.0
4355,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-12-23,12.239819
4357,PH HIGIENOL DH  4 X 12,2020-05-04,8.326388
4360,PH ELITE  DH 4 X 12 LA,2020-08-18,14.55102
4366,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-11-15,31677.696
4370,PH ELITE DH 24 X 2 LA,2021-06-17,7.182806
4372,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-12,0.00858
4373,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-09-29,11760.0
4376,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-10-28,0.087152
4380,PH NOBLE DH 2 X 10,2021-02-14,0.413153
4381,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-22,360698.88
4384,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-24,0.531084
4388,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-11,58800.0
4391,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-09,1889.9892
4395,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-05-11,0.127246
4404,SE ELITE CORTADA 1000 X 12,2021-05-03,0.211743
4407,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-12-23,115072.0
4413,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-19,341621.76
4418,PH NOBLE DH 24 X 2,2019-10-27,0.08841
4422,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-02,2099.952
4424,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-09-15,118000.0
4426,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-02-12,176401.152
4431, PH ELITE PLUS DH VERTICAL 6 X 8,2021-01-14,1.131283
4432,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-13,560642.112
4451,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-01-12,0.003164
4455,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-12-08,170456.0
4458,PH ELITE DH 2 X 10 LA,2020-10-28,13.17703
4459,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-11-14,0.055022
4462,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-02-23,1920.384
4465,PH ELITE CLÁSICO DH 2 X 10 CO,2020-09-07,0.726167
4466,RC NOVA DH MEGAROLLO  2 X 6,2019-11-06,0.82053
4468,PH ELITE  DH 4 X 12 LA,2021-05-14,17.316273
4471,PH ELITE DUO  DH 6 x 8  25 METROS,2019-10-27,0.13734
4474,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-11-20,236544.0
4479,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-10-24,13.116963
4483,PH HIGIENOL DH 4x6 40 METROS,2020-03-10,3.597641
4485,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-12-05,109182.592
4489,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-08,91322.88
4490,PH ELITE  DH 4 X 12 LA,2019-09-18,15.845415
4491,RC NOVA DH MEGAROLLO  1 X 12,2020-11-02,18.267007
4492,PH ELITE DUO  DH 6 x 8  25 METROS,2021-06-22,9.58663
4495,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-04-16,100800.0
4496,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-02,1.544157
4498,PH ELITE DUO  DH 4x12 25 METROS,2020-09-11,5.138892
4504,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-19,92400.0
4510,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-02-14,6612.0
4519,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-10-11,3960.0
4520,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-07,164024.0
4521,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-06-19,8.042032
4523,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-08-24,0.726467
4525,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-09-09,359616.0
4528,PH NOBLE DH 24 X 2,2021-01-04,1.952598
4533,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-10-17,30045.0816
4534,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-04-24,0.180914
4535,PH ELITE CLÁSICO DH 2 X 10 CO,2020-12-19,1.359756
4536,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-10-28,67976.0
4537,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-01,9744.0
4538,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-08,0.011675
4543,RC NOVA DH MEGAROLLO  2 X 6,2020-08-21,3.891593
4544,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-08-27,184448.0
4549,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-12-30,188760.0
4551,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-02-03,79200.0
4553,PH ELITE DH 24 X 2 LA,2021-05-25,8.419571
4564,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-02-22,120341.76
4568,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-09,44602.0
4574,PH ELITE DH 2 X 10 LA,2019-12-18,16.045405
4577,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-06,207552.0
4579,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-04-11,1664.0
4583,PH ELITE DUO  DH 6 x 8  25 METROS,2020-08-14,12.897113
4585,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-02-25,3677120.064
4591,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-27,1.350869
4593,PH ELITE PLUS DH 24 X 2,2020-11-09,0.481844
4596, PH ELITE PLUS DH VERTICAL 6 X 8,2020-03-31,1.553245
4603,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-21,4840.0
4604,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-06-07,17980.0
4605,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-04,77078.4
4607,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-01-10,352896.0
4617,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-10,24.1852
4621,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-18,57536.0
4625,PH ELITE DH 2 X 10 LA,2021-02-05,10.63865
4626,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-12-22,270048.0
4630,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-01-28,253808.0
4633,PH ELITE DUO  DH 4x12 25 METROS,2020-05-02,3.819396
4634,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-04-01,56376.0
4648,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-09-01,320.0
4649,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-11,130848.0
4650,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-11-26,169136.0
4654,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-15,0.018822
4659,PH ELITE CLÁSICO DH 2 X 10 CO,2020-07-23,1.811749
4662,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-04-27,136205.696
4665,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-14,83476.224
4666,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-10-10,23552.0
4676,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-04-15,184800.0
4678,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-23,0.016329
4688,PH ELITE DH 24 X 2 LA,2020-02-25,6.005504
4690,PH NOBLE DH 2 X 10,2020-10-11,0.149281
4694, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-08,0.749469
4695,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-11-26,101845.5552
4698,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-03-14,124800.0
4706,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-01-14,317592.0
4714,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-11-04,164400.0
4716,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-12,187200.0
4717,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-09-06,177500.0
4723,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-11-28,181056.0
4725,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-04-03,0.956648
4726,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-22,1152.0
4734,PH ELITE DH 6 X 8 LA,2019-10-18,9.719571
4735,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-02-09,150876.0
4736,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-06-19,220748.0
4737,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-05,138427.5456
4739,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-17,160391.808
4742,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-02-17,659.952
4744,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-15,0.214749
4746,PH NOBLE DH 2 X 10,2020-02-25,30.802408
4748,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-06-05,2321.9784
4751,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-04-22,5705926.848
4757,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-06-27,98600.0
4767,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-08-18,1680.012
4768,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-11-06,2.353777
4769,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-05-15,286080.0
4770,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-09,3.203046
4777,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-02,58968.0
4778,RC NOVA DH MEGAROLLO  2 X 6,2019-11-03,0.053756
4780,PH NOBLE DH 24 X 2,2019-09-17,1.568646
4781,PH ELITE DH 24 X 2 LA,2019-12-01,0.401468
4782,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-02-19,323476.5312
4783,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-22,135024.0
4792,PH ELITE PLUS DH 24 X 2,2020-07-09,0.718833
4796,PH NOBLE DH 2 X 10,2021-04-18,0.243287
4800,PH ELITE DH 6 X 8 LA,2020-01-09,10.908374
4801,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-12-02,146872.0
4806,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-18,0.164998
4807,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-04-05,235441.728
4816,SE ELITE CORTADA 1000 X 12,2021-03-04,0.174752
4817,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-12-25,0.01573
4818,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-04,8.228043
4821,SE ELITE CORTADA 1000 X 12,2020-01-08,0.283423
4824,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-17,116886.528
4830,RC NOVA DH MEGAROLLO  2 X 6,2020-06-25,3.280576
4835,PH NOBLE DH 2 X 10,2020-02-28,37.518866
4836,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-02-23,259104.0
4839,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-06-12,5.051048
4841,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-01-13,300405.76
4849,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-06-08,145200.0
4850,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-05-28,170544.0
4854,PH HIGIENOL DH 4x6 40 METROS,2019-12-18,5.551423
4857,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-10-29,755.9892
4858,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-04,1408.0
4859,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-12-13,195460.0
4862,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-24,0.140832
4864,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-05,106502.272
4865,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-21,39070.08
4866,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-08-04,161304.0
4867,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-21,150568.32
4869,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-22,153600.192
4870,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-13,1000.0
4871,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-13,98682.88
4878,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-04,4535455.68
4882,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-01,80156.0
4885,PH NOBLE DH 2 X 10,2021-05-25,19.298747
4891,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-06-18,395376.0
4892,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-01,69312.0
4898,PH HIGIENOL DH  4 X 12,2020-01-22,6.601188
4902,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-04-25,85000.0
4906,PH HIGIENOL DH 4x6 40 METROS,2021-02-11,7.523727
4908,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-02,270269.568
4910,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-05-15,105908.0
4912,PH ELITE DUO  DH 4x12 25 METROS,2020-03-03,7.256036
4918,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-02-21,0.278414
4920, PH ELITE PLUS DH VERTICAL 6 X 8,2020-06-05,16.604285
4921,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-11,61541.76
4925,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-28,249696.0
4930,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-05-20,1.28628
4932,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-04-05,39936.0
