,Categoria,Fecha,Cantidad
1710,02 Rollos de Cocina,2021-05-27,59037.8
1711,11 Toallas Húmedas,2019-11-12,642.42
1712,05 Pañales Bebe,2020-11-24,43865.23
1713,04 Pañuelos Masivos,2021-02-19,92.68
1714,03 Servilletas Masivos,2019-09-19,64433.89
1715,01 Mascotas,2020-09-19,36.82
1716,03 Servilletas Masivos,2020-11-07,24273.48
1717,05 Pañales Bebe,2020-11-21,39003.77
1718,03 Servilletas Masivos,2020-03-17,40411.27
1719,11 Toallas Húmedas,2019-11-18,433.15
1720,01 Mascotas,2020-03-17,0.21
1721,38 Pañales Adultos,2021-02-05,660.53
1722,01 Mascotas,2021-03-24,6.37
1723,11 Toallas Húmedas,2020-05-13,892.41
1724,05 Pañales Bebe,2020-05-25,47109.92
1725,03 Servilletas Masivos,2020-05-11,16670.06
1726,38 Pañales Adultos,2020-06-12,662.8
1727,01 Mascarilla ,2021-03-12,4.0
1728,38 Pañales Adultos,2019-12-09,831.33
1729,01 Mascotas,2020-03-23,0.33
1730,11 Toallas Húmedas,2019-11-09,617.39
1731,02 Rollos de Cocina,2019-11-22,35630.67
1732,04 Pañuelos Masivos,2020-02-22,123.84
1733,01 Mascotas,2021-05-15,0.97
1734,38 Pañales Adultos,2020-12-15,824.69
1735,02 Rollos de Cocina,2020-05-26,65738.57
1736,03 Servilletas Masivos,2021-05-15,13438.73
1737,03 Servilletas Masivos,2020-11-16,20914.29
1738,01 Higiénicos Masivos,2020-09-01,205891.16
1739,01 Higiénicos Masivos,2021-03-06,234752.51
1740,05 Pañales Bebe,2019-11-27,45374.42
1741,05 Pañales Bebe,2019-11-21,43040.45
1742,04 Pañuelos Masivos,2020-08-26,115.52
1743,10 Toallas Femeninas,2021-04-01,2355.29
1744,02 Rollos de Cocina,2020-11-28,88433.16
1745,03 Servilletas Masivos,2020-11-10,26151.72
1746,38 Pañales Adultos,2019-12-12,581.54
1747,11 Toallas Húmedas,2020-05-16,1126.34
1748,01 Mascarilla ,2021-03-15,4.01
1749,05 Pañales Bebe,2021-01-15,47882.46
1750,38 Pañales Adultos,2020-06-15,835.8
1751,10 Toallas Femeninas,2020-02-08,4093.72
1752,01 Mascotas,2020-03-26,0.04
1753,01 Higiénicos Masivos,2020-03-02,303936.31
1754,10 Toallas Femeninas,2020-02-11,5917.45
1755,04 Pañuelos Masivos,2020-02-25,162.03
1756,10 Toallas Femeninas,2020-09-30,9283.8
1757,01 Higiénicos Masivos,2020-09-04,298186.47
1758,38 Pañales Adultos,2020-06-09,1118.59
1759,02 Rollos de Cocina,2020-05-29,78896.3
1760,01 Mascarilla ,2020-09-07,0.23
1761,05 Pañales Bebe,2019-11-24,788.7
1762,11 Toallas Húmedas,2020-11-15,28.14
1763,10 Toallas Femeninas,2021-04-04,474.17
1764,02 Rollos de Cocina,2020-05-23,70973.64
1765,04 Pañuelos Masivos,2020-02-19,148.95
1766,01 Higiénicos Masivos,2020-08-29,359463.24
1767,03 Servilletas Masivos,2020-11-13,19745.36
1768,01 Mascotas,2021-05-18,3.11
1769,05 Pañales Bebe,2021-01-18,40437.75
1770,03 Servilletas Masivos,2020-05-17,520.0
1771,05 Pañales Bebe,2020-07-16,39871.44
1772,01 Mascotas,2020-11-16,12.63
1773,01 Higiénicos Masivos,2019-09-04,377314.16
1774,02 Rollos de Cocina,2019-11-28,39383.08
1775,03 Servilletas Masivos,2019-11-13,51698.42
1776,38 Pañales Adultos,2021-04-04,23.58
1777,01 Higiénicos Masivos,2020-03-08,10116.59
1778,10 Toallas Femeninas,2020-10-09,3848.75
1779,04 Pañuelos Masivos,2021-04-24,61.35
1780,01 Mascarilla ,2021-01-10,0.75
1781,38 Pañales Adultos,2020-02-11,590.59
1782,10 Toallas Femeninas,2020-10-03,3874.67
1783,38 Pañales Adultos,2020-08-15,804.16
1784,11 Toallas Húmedas,2020-01-09,715.76
1785,01 Higiénicos Masivos,2020-09-07,335282.22
1786,01 Mascotas,2021-05-21,13.23
1787,10 Toallas Femeninas,2021-04-07,4911.09
1788,11 Toallas Húmedas,2020-01-15,535.48
1789,05 Pañales Bebe,2020-07-19,456.0
1790,01 Higiénicos Masivos,2021-04-30,819218.74
1791,03 Servilletas Masivos,2020-05-14,19616.88
1792,01 Mascotas,2020-11-19,9.21
1793,05 Pañales Bebe,2021-01-21,41574.72
1794,01 Higiénicos Masivos,2019-09-01,1216.53
1795,01 Mascotas,2020-11-13,74.66
1796,04 Pañuelos Masivos,2020-02-28,104.44
1797,10 Toallas Femeninas,2020-04-03,6087.98
1798,04 Pañuelos Masivos,2021-04-18,0.87
1799,03 Servilletas Masivos,2020-05-20,18151.81
1800,02 Rollos de Cocina,2019-11-25,39395.45
1801,02 Rollos de Cocina,2019-12-01,358.91
1802,03 Servilletas Masivos,2019-11-10,1560.39
1803,10 Toallas Femeninas,2020-10-06,3531.27
1804,01 Higiénicos Masivos,2020-03-05,302397.45
1805,38 Pañales Adultos,2020-02-08,670.69
1806,11 Toallas Húmedas,2020-07-16,745.58
1807,04 Pañuelos Masivos,2021-04-21,51.96
1808,11 Toallas Húmedas,2021-03-05,1100.6
1809,01 Mascarilla ,2021-01-07,3.61
1810,11 Toallas Húmedas,2020-01-12,24.49
1811,02 Rollos de Cocina,2021-01-19,87032.05
1812,38 Pañales Adultos,2020-02-14,789.9
1813,01 Higiénicos Masivos,2020-03-13,653751.17
1814,05 Pañales Bebe,2020-11-07,31341.21
1815,02 Rollos de Cocina,2021-05-10,65290.93
1816,11 Toallas Húmedas,2020-07-24,645.11
1817,03 Servilletas Masivos,2020-11-24,24955.14
1818,02 Rollos de Cocina,2020-09-20,1352.0
1819,05 Pañales Bebe,2020-03-20,23677.99
1820,05 Pañales Bebe,2019-09-16,44119.67
1821,10 Toallas Femeninas,2021-01-22,4864.17
1822,01 Mascotas,2020-11-21,18.41
1823,01 Higiénicos Masivos,2020-09-15,284918.33
1824,03 Servilletas Masivos,2020-05-22,20059.0
1825,04 Pañuelos Masivos,2020-06-15,51.61
1826,03 Servilletas Masivos,2019-11-18,52643.45
1827,10 Toallas Femeninas,2019-12-01,35.75
1828,38 Pañales Adultos,2020-08-20,1248.09
1829,02 Rollos de Cocina,2020-03-15,1908.24
1830,05 Pañales Bebe,2021-05-06,28918.67
1831,05 Pañales Bebe,2021-05-12,21383.89
1832,01 Higiénicos Masivos,2019-09-09,347134.42
1833,01 Higiénicos Masivos,2021-05-05,184490.73
1834,10 Toallas Femeninas,2020-06-04,5146.55
1835,01 Mascarilla ,2020-09-21,0.05
1836,11 Toallas Húmedas,2020-01-20,620.31
1837,01 Higiénicos Masivos,2020-03-16,789443.67
1838,05 Pañales Bebe,2020-11-10,25008.92
1839,11 Toallas Húmedas,2021-01-14,917.12
1840,02 Rollos de Cocina,2021-05-13,67490.15
1841,38 Pañales Adultos,2021-02-19,865.95
1842,38 Pañales Adultos,2020-08-17,927.14
1843,11 Toallas Húmedas,2021-01-20,1134.55
1844,05 Pañales Bebe,2019-09-19,36506.12
1845,11 Toallas Húmedas,2020-07-15,889.09
1846,04 Pañuelos Masivos,2021-02-11,53.95
1847,01 Mascotas,2020-05-25,0.54
1848,10 Toallas Femeninas,2021-01-28,4448.95
1849,03 Servilletas Masivos,2019-11-21,58547.28
1850,01 Higiénicos Masivos,2021-05-08,249109.89
1851,01 Higiénicos Masivos,2019-09-12,362944.03
1852,02 Rollos de Cocina,2020-03-24,73135.72
1853,04 Pañuelos Masivos,2019-12-21,132.89
1854,02 Rollos de Cocina,2019-09-20,42024.48
1855,03 Servilletas Masivos,2019-11-27,55116.07
1856,38 Pañales Adultos,2019-12-26,724.99
1857,05 Pañales Bebe,2021-05-15,24795.96
1858,10 Toallas Femeninas,2020-07-26,203.87
1859,01 Mascarilla ,2020-11-12,1.23
1860,01 Mascarilla ,2021-05-17,3.86
1861,10 Toallas Femeninas,2020-01-25,5457.28
1862,05 Pañales Bebe,2020-11-13,56592.96
1863,01 Higiénicos Masivos,2021-05-11,200163.91
1864,38 Pañales Adultos,2021-02-16,833.16
1865,02 Rollos de Cocina,2021-05-16,1133.92
1866,11 Toallas Húmedas,2020-07-18,424.7
1867,05 Pañales Bebe,2020-05-11,45587.6
1868,01 Higiénicos Masivos,2020-11-06,267890.62
1869,01 Mascotas,2020-11-27,23.41
1870,10 Toallas Femeninas,2021-01-31,349.29
1871,01 Mascotas,2020-11-30,24.17
1872,02 Rollos de Cocina,2020-03-21,25796.76
1873,02 Rollos de Cocina,2020-11-11,114858.17
1874,11 Toallas Húmedas,2021-01-17,89.17
1875,38 Pañales Adultos,2020-08-14,898.05
1876,03 Servilletas Masivos,2021-01-15,22362.99
1877,04 Pañuelos Masivos,2021-02-08,53.46
1878,01 Mascotas,2020-05-28,1.88
1879,11 Toallas Húmedas,2019-11-26,613.66
1880,02 Rollos de Cocina,2019-09-17,35619.76
1881,03 Servilletas Masivos,2019-11-24,1923.45
1882,04 Pañuelos Masivos,2019-12-18,206.2
1883,01 Mascarilla ,2021-05-14,4.16
1884,01 Higiénicos Masivos,2019-09-15,2981.25
1885,10 Toallas Femeninas,2020-07-29,3426.34
1886,04 Pañuelos Masivos,2020-08-18,87.94
1887,01 Higiénicos Masivos,2021-05-14,198862.82
1888,10 Toallas Femeninas,2020-01-28,4889.69
1889,11 Toallas Húmedas,2021-03-22,975.82
1890,38 Pañales Adultos,2021-04-21,1479.13
1891,02 Rollos de Cocina,2019-09-26,39412.34
1892,04 Pañuelos Masivos,2020-08-12,455.55
1893,03 Servilletas Masivos,2020-07-19,475.0
1894,01 Mascarilla ,2021-03-14,0.9
1895,05 Pañales Bebe,2020-05-17,792.0
1896,03 Servilletas Masivos,2021-01-21,24849.2
1897,04 Pañuelos Masivos,2021-02-14,0.06
1898,02 Rollos de Cocina,2021-05-19,56651.4
1899,01 Higiénicos Masivos,2020-11-09,264999.13
1900,11 Toallas Húmedas,2020-03-18,399.8
1901,01 Higiénicos Masivos,2020-05-10,1054.0
1902,03 Servilletas Masivos,2021-01-18,24108.17
1903,02 Rollos de Cocina,2020-11-14,67903.19
1904,05 Pañales Bebe,2020-11-16,58273.14
1905,05 Pañales Bebe,2019-11-13,42432.86
1906,10 Toallas Femeninas,2020-08-01,3861.93
1907,10 Toallas Femeninas,2021-03-24,5805.49
1908,11 Toallas Húmedas,2020-09-20,4.26
1909,38 Pañales Adultos,2020-10-17,1245.17
1910,01 Higiénicos Masivos,2019-09-18,394295.78
1911,02 Rollos de Cocina,2019-09-23,39591.67
1912,04 Pañuelos Masivos,2020-02-11,200.88
1913,10 Toallas Femeninas,2020-08-04,4261.93
1914,01 Mascotas,2020-06-03,0.33
1915,10 Toallas Femeninas,2020-01-31,6007.78
1916,03 Servilletas Masivos,2020-07-22,17880.73
1917,04 Pañuelos Masivos,2020-08-15,94.04
1918,11 Toallas Húmedas,2020-09-14,705.9
1919,01 Higiénicos Masivos,2020-11-12,362429.02
1920,01 Mascotas,2021-01-21,5.67
1921,03 Servilletas Masivos,2020-07-16,19484.65
1922,04 Pañuelos Masivos,2021-02-17,51.49
1923,05 Pañales Bebe,2020-05-14,52577.98
1924,01 Higiénicos Masivos,2020-05-07,380325.94
1925,38 Pañales Adultos,2020-04-17,1183.07
1926,02 Rollos de Cocina,2021-03-08,54764.75
1927,01 Mascotas,2020-06-08,0.83
1928,03 Servilletas Masivos,2020-07-01,29939.29
1929,01 Mascotas,2020-06-05,0.71
1930,10 Toallas Femeninas,2019-10-25,3498.06
1931,01 Higiénicos Masivos,2019-10-19,307814.17
1932,38 Pañales Adultos,2021-04-26,880.18
1933,05 Pañales Bebe,2020-08-30,354.0
1934,04 Pañuelos Masivos,2020-05-09,43.29
1935,01 Higiénicos Masivos,2020-04-22,312516.27
1936,10 Toallas Femeninas,2021-06-17,5177.56
1937,38 Pañales Adultos,2019-09-03,913.83
1938,02 Rollos de Cocina,2020-01-12,813.08
1939,04 Pañuelos Masivos,2020-11-11,115.71
1940,03 Servilletas Masivos,2019-12-28,60958.9
1941,04 Pañuelos Masivos,2020-11-08,3.46
1942,01 Mascarilla ,2020-11-23,3.1
1943,11 Toallas Húmedas,2021-03-30,884.29
1944,11 Toallas Húmedas,2020-02-03,515.18
1945,38 Pañales Adultos,2020-10-22,935.37
1946,02 Rollos de Cocina,2021-03-05,64279.14
1947,01 Mascotas,2020-06-11,1.25
1948,05 Pañales Bebe,2020-09-05,42032.65
1949,10 Toallas Femeninas,2020-04-28,5282.78
1950,01 Higiénicos Masivos,2021-06-11,198540.67
1951,01 Mascarilla ,2021-05-28,10.02
1952,04 Pañuelos Masivos,2019-11-05,126.75
1953,11 Toallas Húmedas,2020-09-25,796.56
1954,01 Higiénicos Masivos,2019-10-22,415129.18
1955,38 Pañales Adultos,2021-04-23,807.95
1956,02 Rollos de Cocina,2020-03-07,55144.29
1957,04 Pañuelos Masivos,2020-05-12,64.93
1958,11 Toallas Húmedas,2021-03-24,1266.0
1959,03 Servilletas Masivos,2021-02-27,35432.95
1960,02 Rollos de Cocina,2020-09-09,83196.56
1961,05 Pañales Bebe,2021-04-28,47742.38
1962,05 Pañales Bebe,2019-09-05,37818.28
1963,10 Toallas Femeninas,2019-10-28,4171.93
1964,11 Toallas Húmedas,2020-01-31,881.87
1965,05 Pañales Bebe,2020-09-08,37040.6
1966,05 Pañales Bebe,2020-03-06,28544.44
1967,03 Servilletas Masivos,2020-01-03,41227.81
1968,02 Rollos de Cocina,2020-09-03,77133.84
1969,38 Pañales Adultos,2020-02-27,470.82
1970,01 Mascotas,2021-02-04,7.33
1971,02 Rollos de Cocina,2021-03-14,1523.5
1972,01 Higiénicos Masivos,2021-06-20,6226.34
1973,10 Toallas Femeninas,2020-12-22,4525.34
1974,04 Pañuelos Masivos,2019-11-08,122.25
1975,38 Pañales Adultos,2020-08-31,1828.17
1976,10 Toallas Femeninas,2020-06-19,5113.88
1977,04 Pañuelos Masivos,2020-05-15,30.35
1978,03 Servilletas Masivos,2021-02-24,14988.56
1979,11 Toallas Húmedas,2021-03-21,143.71
1980,01 Higiénicos Masivos,2019-10-25,352992.26
1981,38 Pañales Adultos,2021-04-20,1215.39
1982,01 Mascotas,2021-01-29,2.79
1983,01 Higiénicos Masivos,2020-12-16,287676.85
1984,04 Pañuelos Masivos,2021-01-02,11.69
1985,01 Mascarilla ,2020-11-29,1.95
1986,05 Pañales Bebe,2020-03-03,24168.05
1987,02 Rollos de Cocina,2021-03-11,78841.63
1988,11 Toallas Húmedas,2020-01-28,940.19
1989,01 Higiénicos Masivos,2020-12-13,6420.42
1990,10 Toallas Femeninas,2021-06-23,4305.75
1991,02 Rollos de Cocina,2020-09-06,717.0
1992,11 Toallas Húmedas,2020-08-01,648.83
1993,05 Pañales Bebe,2020-03-09,25714.54
1994,10 Toallas Femeninas,2020-12-19,4598.11
1995,01 Mascotas,2021-02-01,3.17
1996,04 Pañuelos Masivos,2019-11-11,171.7
1997,03 Servilletas Masivos,2021-02-21,333.72
1998,01 Higiénicos Masivos,2021-06-17,213397.89
1999,10 Toallas Femeninas,2020-12-25,46.29
2000,01 Higiénicos Masivos,2020-06-16,302961.68
2001,01 Mascarilla ,2020-09-26,1.58
2002,04 Pañuelos Masivos,2021-01-05,60.42
2003,01 Higiénicos Masivos,2020-12-19,358939.41
2004,10 Toallas Femeninas,2020-06-22,4590.15
2005,02 Rollos de Cocina,2021-05-05,65318.87
2006,38 Pañales Adultos,2019-10-28,1240.09
2007,11 Toallas Húmedas,2019-09-28,724.24
2008,01 Higiénicos Masivos,2020-06-22,310136.89
2009,02 Rollos de Cocina,2020-03-13,136643.94
2010,03 Servilletas Masivos,2020-08-25,22987.47
2011,05 Pañales Bebe,2019-09-11,35874.82
2012,11 Toallas Húmedas,2020-04-01,419.57
2013,38 Pañales Adultos,2020-05-01,420.5
2014,10 Toallas Femeninas,2019-12-19,3080.77
2015,11 Toallas Húmedas,2019-10-01,336.62
2016,05 Pañales Bebe,2021-05-01,262.37
2017,05 Pañales Bebe,2021-05-07,30559.0
2018,03 Servilletas Masivos,2020-02-27,51381.58
2019,03 Servilletas Masivos,2021-03-02,20154.87
2020,01 Mascotas,2020-08-08,0.96
2021,05 Pañales Bebe,2020-11-02,17702.39
2022,04 Pañuelos Masivos,2020-07-06,130.92
2023,04 Pañuelos Masivos,2019-11-14,140.75
2024,38 Pañales Adultos,2019-11-03,0.79
2025,38 Pañales Adultos,2021-06-23,1339.52
2026,11 Toallas Húmedas,2021-05-27,1185.22
2027,05 Pañales Bebe,2019-09-08,355.8
2028,01 Higiénicos Masivos,2020-12-22,487310.95
2029,11 Toallas Húmedas,2020-11-22,44.63
2030,04 Pañuelos Masivos,2021-01-08,80.23
2031,02 Rollos de Cocina,2020-09-12,90771.87
2032,02 Rollos de Cocina,2020-03-10,73823.58
2033,38 Pañales Adultos,2020-12-22,1127.81
2034,01 Mascarilla ,2020-09-29,0.83
2035,05 Pañales Bebe,2020-03-12,33106.02
2036,10 Toallas Femeninas,2020-06-25,6166.49
2037,01 Higiénicos Masivos,2020-06-19,308121.88
2038,10 Toallas Femeninas,2019-12-22,164.84
2039,01 Higiénicos Masivos,2021-03-20,226325.7
2040,02 Rollos de Cocina,2021-05-04,75156.33
2041,11 Toallas Húmedas,2019-10-23,672.23
2042,10 Toallas Femeninas,2020-07-20,4366.01
2043,05 Pañales Bebe,2020-06-14,2255.0
2044,02 Rollos de Cocina,2019-09-08,710.04
2045,05 Pañales Bebe,2020-06-08,46176.51
2046,02 Rollos de Cocina,2019-09-14,39979.96
2047,01 Mascarilla ,2021-02-14,0.85
2048,02 Rollos de Cocina,2020-10-30,113678.77
2049,38 Pañales Adultos,2020-01-04,1461.29
2050,01 Higiénicos Masivos,2020-01-27,365100.05
2051,04 Pañuelos Masivos,2021-02-02,46.96
2052,11 Toallas Húmedas,2020-12-17,890.74
2053,03 Servilletas Masivos,2020-02-29,57727.05
2054,04 Pañuelos Masivos,2020-07-31,253.14
2055,01 Mascotas,2021-06-01,24.29
2056,03 Servilletas Masivos,2020-10-18,467.25
2057,11 Toallas Húmedas,2021-06-21,767.54
2058,04 Pañuelos Masivos,2019-12-12,156.76
2059,02 Rollos de Cocina,2019-09-11,44438.73
2060,38 Pañales Adultos,2021-02-22,922.08
2061,01 Mascotas,2020-10-12,22.46
2062,10 Toallas Femeninas,2020-07-23,4825.38
2063,03 Servilletas Masivos,2020-02-26,48082.78
2064,11 Toallas Húmedas,2019-10-26,703.77
2065,03 Servilletas Masivos,2021-04-19,18514.58
2066,05 Pañales Bebe,2020-06-11,56698.29
2067,01 Mascarilla ,2021-02-17,35.46
2068,11 Toallas Húmedas,2020-04-29,940.41
2069,02 Rollos de Cocina,2021-06-28,10230.62
2070,11 Toallas Húmedas,2020-04-20,642.25
2071,01 Higiénicos Masivos,2020-09-24,264712.61
2072,11 Toallas Húmedas,2020-10-23,1077.72
2073,03 Servilletas Masivos,2020-10-21,35117.31
2074,10 Toallas Femeninas,2021-03-12,5218.5
2075,01 Mascotas,2020-12-03,26.33
2076,04 Pañuelos Masivos,2020-08-03,54.27
2077,05 Pañales Bebe,2019-12-14,28762.57
2078,02 Rollos de Cocina,2020-11-08,2743.66
2079,02 Rollos de Cocina,2020-05-06,64786.87
2080,04 Pañuelos Masivos,2020-08-06,353.32
2081,01 Mascotas,2021-06-04,1.17
2082,01 Higiénicos Masivos,2020-03-22,496.28
2083,04 Pañuelos Masivos,2020-02-02,1.63
2084,05 Pañales Bebe,2021-02-04,29274.88
2085,10 Toallas Femeninas,2020-01-22,5629.24
2086,38 Pañales Adultos,2020-07-05,47.5
2087,03 Servilletas Masivos,2019-09-02,59152.61
2088,01 Mascarilla ,2021-02-20,18.75
2089,03 Servilletas Masivos,2020-04-21,16211.42
2090,01 Higiénicos Masivos,2021-03-26,437365.89
2091,11 Toallas Húmedas,2020-04-23,692.37
2092,05 Pañales Bebe,2019-12-11,34567.18
2093,11 Toallas Húmedas,2020-10-26,1032.9
2094,11 Toallas Húmedas,2021-06-15,1157.94
2095,03 Servilletas Masivos,2020-10-24,21315.39
2096,01 Higiénicos Masivos,2020-09-21,269387.62
2097,02 Rollos de Cocina,2020-11-05,80720.82
2098,05 Pañales Bebe,2019-12-17,37571.8
2099,01 Mascotas,2021-06-07,2.8
2100,03 Servilletas Masivos,2021-04-25,276.0
2101,05 Pañales Bebe,2021-02-01,19060.57
2102,10 Toallas Femeninas,2020-01-19,121.24
2103,10 Toallas Femeninas,2021-03-15,5038.73
2104,01 Mascarilla ,2021-02-23,11.65
2105,38 Pañales Adultos,2020-07-02,1516.87
2106,01 Higiénicos Masivos,2020-03-19,275834.28
2107,04 Pañuelos Masivos,2020-02-05,192.13
2108,38 Pañales Adultos,2019-12-29,17.43
2109,02 Rollos de Cocina,2019-11-11,36537.95
2110,05 Pañales Bebe,2021-02-10,27674.06
2111,03 Servilletas Masivos,2020-10-27,32298.89
2112,04 Pañuelos Masivos,2020-02-08,144.58
2113,05 Pañales Bebe,2020-08-08,38662.45
2114,10 Toallas Femeninas,2020-03-14,3920.93
2115,01 Mascotas,2020-12-09,14.21
2116,03 Servilletas Masivos,2021-06-16,17505.92
2117,01 Higiénicos Masivos,2021-05-20,326580.75
2118,11 Toallas Húmedas,2019-12-23,596.64
2119,01 Mascarilla ,2021-06-25,5.9
2120,04 Pañuelos Masivos,2021-04-01,22.51
2121,38 Pañales Adultos,2020-03-02,719.05
2122,10 Toallas Femeninas,2021-03-18,4836.24
2123,38 Pañales Adultos,2020-09-04,930.31
2124,02 Rollos de Cocina,2020-05-12,80006.74
2125,11 Toallas Húmedas,2020-06-26,745.49
2126,01 Higiénicos Masivos,2019-09-24,393944.36
2127,01 Mascarilla ,2020-12-21,1.76
2128,38 Pañales Adultos,2021-04-27,1392.39
2129,03 Servilletas Masivos,2020-04-24,13939.98
2130,10 Toallas Femeninas,2020-09-13,100.0
2131,01 Higiénicos Masivos,2020-03-28,341804.78
2132,01 Mascotas,2020-06-06,0.67
2133,05 Pañales Bebe,2020-08-05,39654.54
2134,38 Pañales Adultos,2021-04-24,1282.42
2135,02 Rollos de Cocina,2019-11-08,43483.16
2136,11 Toallas Húmedas,2020-06-29,636.89
2137,11 Toallas Húmedas,2019-12-20,439.88
2138,38 Pañales Adultos,2019-09-01,0.29
2139,01 Higiénicos Masivos,2021-05-17,227258.55
2140,03 Servilletas Masivos,2021-06-19,21896.12
2141,01 Mascotas,2021-06-10,31.88
2142,04 Pañuelos Masivos,2021-04-04,0.08
2143,01 Mascarilla ,2020-12-18,1.98
2144,02 Rollos de Cocina,2020-12-30,104567.06
2145,38 Pañales Adultos,2020-03-05,893.24
2146,01 Higiénicos Masivos,2020-03-25,356598.4
2147,11 Toallas Húmedas,2020-06-23,738.14
2148,01 Mascarilla ,2021-06-22,9.36
2149,02 Rollos de Cocina,2020-05-09,57154.36
2150,03 Servilletas Masivos,2019-10-24,64603.16
2151,10 Toallas Femeninas,2021-03-21,162.33
2152,38 Pañales Adultos,2021-01-16,768.45
2153,03 Servilletas Masivos,2020-08-16,357.0
2154,04 Pañuelos Masivos,2020-08-17,847.53
2155,04 Pañuelos Masivos,2021-04-06,76.03
2156,38 Pañales Adultos,2019-11-25,1060.02
2157,11 Toallas Húmedas,2021-05-12,1002.86
2158,05 Pañales Bebe,2021-03-10,32039.86
2159,11 Toallas Húmedas,2020-03-17,685.35
2160,38 Pañales Adultos,2019-11-28,674.33
2161,11 Toallas Húmedas,2019-09-13,583.8
2162,01 Higiénicos Masivos,2020-07-17,246930.59
2163,05 Pañales Bebe,2020-01-20,61327.63
2164,02 Rollos de Cocina,2020-12-09,86245.71
2165,11 Toallas Húmedas,2020-03-23,372.23
2166,10 Toallas Femeninas,2021-03-23,5554.55
2167,11 Toallas Húmedas,2020-09-19,1044.81
2168,03 Servilletas Masivos,2020-08-13,22069.79
2169,04 Pañuelos Masivos,2020-02-13,128.14
2170,03 Servilletas Masivos,2021-02-15,21878.89
2171,01 Higiénicos Masivos,2020-07-11,291632.07
2172,05 Pañales Bebe,2020-01-14,34778.97
2173,10 Toallas Femeninas,2021-03-29,5310.12
2174,38 Pañales Adultos,2020-05-26,887.55
2175,04 Pañuelos Masivos,2021-04-15,315.8
2176,10 Toallas Femeninas,2020-09-24,4378.98
2177,03 Servilletas Masivos,2020-08-19,23405.33
2178,11 Toallas Húmedas,2020-09-13,4.5
2179,05 Pañales Bebe,2020-01-23,51627.91
2180,10 Toallas Femeninas,2020-03-22,25.08
2181,05 Pañales Bebe,2021-03-13,33974.69
2182,02 Rollos de Cocina,2020-06-15,82537.18
2183,01 Mascotas,2021-04-28,2.33
2184,01 Higiénicos Masivos,2020-01-16,330356.31
2185,11 Toallas Húmedas,2021-03-18,964.47
2186,03 Servilletas Masivos,2020-02-15,47889.23
2187,10 Toallas Femeninas,2020-03-28,3267.05
2188,05 Pañales Bebe,2021-03-19,40134.6
2189,02 Rollos de Cocina,2019-12-15,3686.57
2190,01 Higiénicos Masivos,2020-07-20,338460.2
2191,38 Pañales Adultos,2020-11-25,953.52
2192,01 Mascarilla ,2021-01-08,3.45
2193,11 Toallas Húmedas,2020-09-16,857.16
2194,01 Mascotas,2020-03-06,2.21
2195,01 Higiénicos Masivos,2021-03-12,274055.29
2196,38 Pañales Adultos,2020-05-23,533.65
2197,11 Toallas Húmedas,2020-03-14,1505.58
2198,04 Pañuelos Masivos,2021-04-12,87.5
2199,04 Pañuelos Masivos,2020-10-08,64.81
2200,01 Mascotas,2020-09-05,1.17
2201,10 Toallas Femeninas,2020-09-27,156.73
2202,01 Higiénicos Masivos,2020-01-19,8887.75
2203,02 Rollos de Cocina,2020-06-18,97334.33
2204,03 Servilletas Masivos,2020-08-22,21872.08
2205,01 Mascarilla ,2021-01-14,151.88
2206,10 Toallas Femeninas,2020-03-25,3022.18
2207,03 Servilletas Masivos,2020-02-18,65144.12
2208,02 Rollos de Cocina,2020-06-12,93186.24
2209,01 Higiénicos Masivos,2020-01-13,327153.98
2210,02 Rollos de Cocina,2019-12-12,47772.16
2211,01 Mascarilla ,2021-01-11,4.34
2212,05 Pañales Bebe,2021-03-16,31669.21
2213,01 Higiénicos Masivos,2021-03-09,282796.21
2214,38 Pañales Adultos,2020-05-20,1099.29
