,SKU,Fecha,Cantidad
13353,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-02,89.13
13355,RC NOVA DH MEGAROLLO  2 X 6,2021-06-09,6625.0
13357,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-05-07,579.46
13358,PH ELITE DH 24 X 2 LA,2019-12-21,12968.5
13362,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-02-13,191.88
13363,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-17,4040.5
13368,PH ELITE DH 6 X 8 LA,2020-12-23,4856.25
13377,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-11-27,22.57
13378,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-11-15,64.0
13382,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-09-20,36.4
13383,PH ELITE  DH 4 X 12 LA,2021-06-09,7046.35
13384,PH ELITE PLUS DH 24 X 2,2020-01-22,3062.5
13385,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-26,3.5
13388,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-03-10,208.06
13390,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-09-12,2242.5
13397,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-24,191.15
13398,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-02,1406.0
13399,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-23,14261.36
13401,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-12-25,0.67
13402,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-06-17,996.5
13405,PH NOBLE DH 2 X 10,2020-02-08,159358.5
13408,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-12,256.06
13416,PH ELITE DH 24 X 2 LA,2021-02-08,17604.5
13419,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-06-26,133.47
13424,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-10-29,5.33
13429,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-11-03,81.1
13431,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-06-03,3357.5
13439,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-05-26,2367.0
13449,PH NOBLE DH 24 X 2,2020-02-13,3501.0
13453,PH ELITE DUO  DH 4x12 25 METROS,2020-02-29,10200.83
13455,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-05-23,233.5
13462,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-10,850.0
13464,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-24,240.0
13466,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-10,3253.5
13468,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-08-13,783.0
13471,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-03,2406.5
13481,PH HIGIENOL DH  4 X 12,2021-03-21,65.33
13483,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-09-15,1.3
13485,SE ELITE CORTADA 1000 X 12,2021-01-26,91.67
13486,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-31,41998.49
13490,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-08-15,390.48
13496,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-01,26.17
13497,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-06,10.0
13498,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-11-07,557.0
13500,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-09-17,7.97
13507,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-05-19,3161.5
13511,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-11,4.5
13514,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-09,51624.02
13515,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-12,1671.0
13517,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-11-02,1601.0
13521,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-15,701.0
13523,PH ELITE CLÁSICO DH 2 X 10 CO,2019-10-22,9871.3
13526,PH HIGIENOL DH  4 X 12,2021-05-06,1845.81
13528,PH ELITE DH 2 X 10 LA,2020-06-12,51682.3
13538,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-01-19,19.13
13539,PH NOBLE DH 2 X 10,2020-04-19,4235.0
13540,PH NOBLE DH 2 X 10,2020-10-22,134476.0
13545,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-01-25,452.19
13551,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-04-20,5.67
13553,PH ELITE CLÁSICO DH 2 X 10 CO,2020-04-22,5622.7
13554,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-25,2918.5
13555,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-03,221.23
13559,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-01,50.25
13564,PH NOBLE DH 24 X 2,2020-07-11,3369.0
13572,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-10-08,108.8
13573,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-09-28,2745.5
13575,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-02-26,5459.5
13579,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-11-01,1.38
13583,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-02-22,2780.72
13585,SE ELITE CORTADA 1000 X 12,2021-05-29,135.57
13586,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-27,1295.0
13588,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-10-29,82.36
13590,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-05-27,304.9
13598,PH ELITE PLUS DH 24 X 2,2020-10-31,1169.0
13599,SE ELITE CORTADA 1000 X 12,2019-10-03,91.42
13603,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-01-02,25.9
13608,RC NOVA DH MEGAROLLO  2 X 6,2021-02-09,7092.56
13609,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-09-26,2165.0
13612,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-27,167.0
13614,PH ELITE DH 6 X 8 LA,2021-06-10,4485.76
13615,PH ELITE DH 6 X 8 LA,2020-04-18,9737.0
13616,PH ELITE DUO  DH 6 x 8  25 METROS,2021-01-27,31942.25
13622,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-10,75.6
13623,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-05-18,2836.0
13626,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-09-25,590.5
13629,PH ELITE DUO  DH 4x12 25 METROS,2020-10-21,4323.33
13636,PH ELITE DH 2 X 10 LA,2021-06-11,26684.4
13638,PH ELITE DUO  DH 6 x 8  25 METROS,2020-06-06,7449.5
13640,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-03,143.04
13641,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-12,13576.97
13650,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-04-01,975.5
13660,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-09-01,0.5
13666,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-11-26,4100.0
13669,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-11,2649.0
13671,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-15,75.17
13673,PH ELITE CLÁSICO DH 2 X 10 CO,2020-07-23,4300.1
13678,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-10-10,12.63
13679,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-04-27,900.86
13681,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-14,19.5
13692,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-23,5.0
13693,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-04-15,3245.5
13701,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-09,7105.0
13702, PH ELITE PLUS DH VERTICAL 6 X 8,2020-09-30,1080.9
13704,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-04-15,10.33
13710,PH HIGIENOL DH 4x6 40 METROS,2019-12-27,12034.99
13716,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-04-23,61.17
13726,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-10-20,52.13
13728,SE ELITE CORTADA 1000 X 12,2020-05-25,23.92
13729,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-10-24,1033.5
13744,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-06-04,744.0
13746,PH ELITE DH 2 X 10 LA,2020-06-15,49160.9
13752,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-27,1632.5
13758,PH ELITE DH 6 X 8 LA,2020-10-07,8789.01
13759,PH HIGIENOL DH  4 X 12,2020-03-11,8830.8
13760,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-10-29,73.38
13762,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-02-29,3232.5
13770,PH ELITE  DH 4 X 12 LA,2021-03-24,12027.49
13773,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-02-28,99.25
13777,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-01-22,718.11
13781, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-04,91.0
13783,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-06,19526.4
13784,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-02-19,2434.12
13786,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-04-26,1247.0
13789,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-06-27,193.83
13791,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-01-22,194.53
13799,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-04-15,2532.25
13800,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-02,94.5
13805,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-13,8712.28
13806,PH ELITE DUO  DH 4x12 25 METROS,2020-10-29,4119.89
13807,PH ELITE DUO  DH 6 x 8  25 METROS,2021-04-06,6817.88
13809,PH NOBLE DH 24 X 2,2021-01-13,2852.0
13812, PH ELITE PLUS DH VERTICAL 6 X 8,2020-09-27,58.0
13816,PH ELITE CLÁSICO DH 2 X 10 CO,2021-06-17,1443.0
13817,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-08-19,603.5
13820,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-20,113.15
13825,RC NOVA DH MEGAROLLO  2 X 6,2021-04-19,4269.0
13830,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-03-07,783.0
13833,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-08-26,121.54
13840,PH ELITE  DH 4 X 12 LA,2020-02-03,27910.29
13841,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-07,6115.0
13842,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-29,9912.41
13844,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-01-19,12.08
13846,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-06-25,3742.0
13847,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-10-29,2981.17
13850,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-07-23,335.07
13851,RC NOVA DH MEGAROLLO  1 X 12,2021-03-14,576.5
13852,PH HIGIENOL DH 4x6 40 METROS,2021-02-17,10520.81
13853,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-10-10,20.3
13856,PH ELITE  DH 4 X 12 LA,2020-01-28,17978.1
13860,PH ELITE DH 2 X 10 LA,2019-12-09,51438.1
13862,PH HIGIENOL DH  4 X 12,2020-11-01,74.5
13870,SE ELITE CORTADA 1000 X 12,2020-11-24,64.33
13878,PH NOBLE DH 2 X 10,2019-10-16,175096.7
13879,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-08,45.5
13880,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-10-17,4.0
13881,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-10-28,273.02
13882,PH NOBLE DH 2 X 10,2021-06-11,42508.1
13883,PH ELITE DH 24 X 2 LA,2020-10-02,11586.5
13884,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-06-07,3.67
13886,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-03-27,2743.0
13893,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-04-09,6.0
13900,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-10,9636.5
13904,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-15,291.75
13909,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-02,50.79
13915,RC NOVA DH MEGAROLLO  2 X 6,2020-02-29,3101.47
13918,PH ELITE DH 24 X 2 LA,2020-03-27,8430.5
13920,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-30,69.0
13924,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-10-26,53.98
13925,PH NOBLE DH 2 X 10,2020-04-22,130218.5
13938,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-02,9.88
13944,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-01-28,595.32
13945,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-30,300.76
13951,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-02-25,2183.45
13954,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-02-28,7.38
13961,RC NOVA DH MEGAROLLO  1 X 12,2020-07-22,53172.14
13962,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-19,2456.0
13963,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-12-25,214.5
13964,PH ELITE DH 2 X 10 LA,2021-02-02,46614.3
13967,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-22,3556.5
13979,PH ELITE PLUS DH 24 X 2,2020-11-12,1668.0
13980,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-28,6.33
13983,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-03-18,3660.17
13985,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-04,5375.0
13987,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-03-11,59.32
13989,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-03-14,2043.5
13996,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-12-24,722.5
14009,PH ELITE DH 6 X 8 LA,2020-03-29,0.63
14013,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-01-13,3225.69
14015,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-08,862.5
14016,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-12-07,206.48
14018,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-02-17,2318.0
14019,SE ELITE CORTADA 1000 X 12,2021-05-20,140.21
14024,PH ELITE PLUS DH 24 X 2,2019-09-18,1597.5
14029,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-10-24,653.5
14033,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-05-27,343.0
14034,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-01-26,282.5
14035,PH HIGIENOL DH  4 X 12,2019-09-01,45.58
14037,PH NOBLE DH 24 X 2,2020-07-05,19.5
14038,PH ELITE DH 6 X 8 LA,2021-05-21,5763.75
14043,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-09-27,16012.2
14044,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-21,22.2
14052,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-03,2141.89
14053,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-26,5234.0
14054,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-10,20.98
14064,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-18,12625.73
14067,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-03-15,3221.5
14069,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-10-14,147.5
14072,PH ELITE DUO  DH 6 x 8  25 METROS,2021-03-25,15098.5
14073,PH ELITE  DH 4 X 12 LA,2019-12-16,22393.97
14077,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-04-04,674.5
14078,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-08,102.45
14079,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-09-15,1530.0
14082,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-01-10,43.63
14085, PH ELITE PLUS DH VERTICAL 6 X 8,2019-09-30,2085.83
14087,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-04-01,3.07
14098,SE ELITE CORTADA 1000 X 12,2020-05-16,12.42
14102,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-17,11254.75
14110,PH HIGIENOL DH 4x6 40 METROS,2020-12-27,579.0
14112,RC NOVA DH MEGAROLLO  1 X 12,2021-01-21,52497.06
14114,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-04-16,3.33
14116,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-01-20,233.02
14118,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-07,2801.5
14119,PH ELITE DUO  DH 4x12 25 METROS,2020-11-10,4900.67
14120,PH ELITE  DH 4 X 12 LA,2021-02-03,11539.17
14123,PH ELITE DUO  DH 6 x 8  25 METROS,2020-02-04,14904.82
14127,PH ELITE DH 24 X 2 LA,2021-04-12,8769.5
14128,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-11,1167.25
14129,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-15,2350.0
14132,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-05-09,195.16
14139,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-11-14,62.3
14141,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-09-22,32.63
14147,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-17,618.5
14148,PH NOBLE DH 2 X 10,2019-12-07,163370.1
14154,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-03-15,2234.5
14159, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-18,1388.5
14160,RC NOVA DH MEGAROLLO  1 X 12,2019-12-03,19664.4
14165,RC NOVA DH MEGAROLLO  1 X 12,2020-07-05,2416.41
14168,PH NOBLE DH 2 X 10,2020-03-07,142301.1
14174,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-07-06,201.9
14179,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-10-10,1434.0
14182,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-03-06,224.26
14183,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-04-05,2.5
14185,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-11-23,3177.5
14186,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-11-21,4.67
14187,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-02-27,68.33
14190,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-09-24,315.53
14191,PH ELITE PLUS DH 24 X 2,2021-06-17,1234.5
14193,PH ELITE DH 2 X 10 LA,2021-05-10,53923.2
14194,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-12-30,112.01
14197,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-29,388.0
14200,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-12-28,62.84
14205,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-12-19,10.67
14210,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-12-05,97.71
14215,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-06-04,80.25
14219,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-02-15,4251.5
14236,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-03-06,177.11
14238,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-09-05,1079.0
14241,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-03-19,2408.0
14242,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-03-22,1578.0
14244, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-06,2421.63
14247, PH ELITE PLUS DH VERTICAL 6 X 8,2019-09-18,967.25
14251,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-26,2.5
14254,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-29,1554.0
14262,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-08,21.75
14264,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-12,155.3
14274,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-04-29,89.62
14276,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-09-15,1143.0
14278,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-07,4404.75
14284,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-10-14,2481.0
14285,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-06-12,22.0
14289,PH HIGIENOL DH 4x6 40 METROS,2020-04-05,234.0
14293,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-03-20,143.9
14294,PH NOBLE DH 2 X 10,2021-03-29,91381.3
14295,RC NOVA DH MEGAROLLO  1 X 12,2019-10-01,13689.76
14296,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-02-10,2283.0
14300,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-03-18,999.0
14301,SE ELITE CORTADA 1000 X 12,2021-02-06,102.51
14302,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-12-10,50.07
14307,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-04,158.0
14308,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-02-22,65.5
14311,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-07-29,0.67
14317,PH ELITE DH 6 X 8 LA,2020-06-17,11242.14
14325,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-09-03,313.66
14341,PH ELITE DH 24 X 2 LA,2021-02-05,13311.0
14364,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-01-23,97.21
14366,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-08-13,3468.0
14367,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-08,59.4
14369,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-12-20,30.0
14372,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-03-12,914.79
14374,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-10-01,95.43
14375, PH ELITE PLUS DH VERTICAL 6 X 8,2019-10-28,684.25
14379,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-03-04,1380.5
14383,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-02-22,86.78
14384,SE ELITE CORTADA 1000 X 12,2019-12-25,9.0
14388,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-13,307.0
14389,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-05-15,30.82
14394,PH NOBLE DH 2 X 10,2020-10-28,204005.5
14396,PH NOBLE DH 2 X 10,2021-05-02,9.2
14397,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-07-17,199.08
14400,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-16,53.0
14401,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-02,2095.5
14404,PH ELITE DUO  DH 4x12 25 METROS,2021-03-30,5915.0
14406,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-04-14,19.86
14410,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-06-01,2.33
14414,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-04-26,2012.0
14421,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-11-14,63.13
14422,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-03-27,76.5
14427,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-06-04,410.0
14429,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-02-05,287.95
14431,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-29,5026.5
14432,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-04-01,8380.28
14434,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-07-30,4.0
14435,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-09,631.0
14436,PH NOBLE DH 24 X 2,2020-09-09,5460.0
14438,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-05-07,569.0
14440,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-04-12,83.63
14441,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-11-30,287.38
14443,RC NOVA DH MEGAROLLO  1 X 12,2020-05-26,15129.47
14444,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-05-04,4989.0
14448,PH HIGIENOL DH  4 X 12,2021-04-13,2244.25
14458,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-03-10,558.75
14460,PH ELITE CLÁSICO DH 2 X 10 CO,2021-01-02,245.0
14461,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-28,10.67
14462,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-06,1204.5
14466,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-02-12,4.0
14468,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-04-02,21.25
14475,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-04-15,866.5
