,Marca,Fecha,Cantidad
3234,006 Nova,2019-10-12,17972.91
3235,001 Elite,2020-04-19,17673.0
3236,008 Babysec,2020-02-16,1014.65
3237,037 Cotidian,2021-06-15,1212.19
3238,006 Nova,2021-06-07,56508.81
3239,038 Ok Pet,2021-05-25,2.98
3240,012 Higienol,2021-03-06,10443.85
3241,001 Elite,2020-10-19,109047.9
3242,037 Cotidian,2021-06-09,980.62
3243,001 Elite,2020-04-16,209037.64
3244,003 Noble,2020-06-01,214103.47
3245,003 Noble,2020-12-04,167774.35
3246,006 Nova,2019-10-09,22031.3
3247,012 Higienol,2020-09-01,13532.29
3248,038 Ok Pet,2020-04-02,1.42
3249,008 Babysec,2020-02-19,29949.79
3250,036 Ladysoft,2021-04-13,4675.53
3251,037 Cotidian,2019-10-17,656.8
3252,008 Babysec,2020-08-23,9.25
3253,036 Ladysoft,2020-02-17,4466.88
3254,037 Cotidian,2020-12-08,617.56
3255,038 Ok Pet,2021-05-22,0.33
3256,006 Nova,2021-06-04,56165.31
3257,037 Cotidian,2020-10-17,1244.67
3258,008 Babysec,2019-12-26,37490.96
3259,036 Ladysoft,2020-10-15,4139.3
3260,037 Cotidian,2020-04-14,596.55
3261,003 Noble,2021-01-28,279613.08
3262,037 Cotidian,2021-06-06,8.92
3263,006 Nova,2020-12-03,50793.03
3264,012 Higienol,2020-09-04,15762.06
3265,008 Babysec,2021-02-16,35811.62
3266,001 Elite,2020-10-16,109748.88
3267,001 Elite,2021-04-20,101375.6
3268,006 Nova,2020-12-09,77086.95
3269,006 Nova,2020-06-06,49489.04
3270,003 Noble,2020-06-10,183822.95
3271,008 Babysec,2020-08-14,54744.14
3272,037 Cotidian,2019-10-14,983.5
3273,001 Elite,2021-04-17,79887.54
3274,036 Ladysoft,2021-04-16,4595.75
3275,038 Ok Pet,2020-11-26,26.4
3276,012 Higienol,2020-03-05,13297.52
3277,012 Higienol,2020-09-07,18280.99
3278,003 Noble,2019-12-07,189023.83
3279,008 Babysec,2021-02-13,31839.4
3280,036 Ladysoft,2020-10-12,4366.35
3281,038 Ok Pet,2021-05-31,1.17
3282,008 Babysec,2020-08-17,35628.88
3283,006 Nova,2021-06-10,70809.98
3284,008 Babysec,2021-02-19,60221.21
3285,001 Elite,2020-02-24,200538.94
3286,006 Nova,2020-12-06,3976.33
3287,037 Cotidian,2020-04-11,996.58
3288,036 Ladysoft,2020-10-18,298.79
3289,006 Nova,2020-06-03,56476.74
3290,037 Cotidian,2020-04-17,1182.07
3291,001 Elite,2020-10-13,128588.33
3292,003 Noble,2020-06-07,30.0
3293,006 Nova,2019-10-15,21453.2
3294,038 Ok Pet,2020-11-29,0.13
3295,012 Higienol,2020-03-02,10422.63
3296,003 Noble,2019-12-04,144560.13
3297,038 Ok Pet,2020-11-23,27.54
3298,001 Elite,2021-04-14,137654.11
3299,003 Noble,2019-12-10,205785.85
3300,038 Ok Pet,2021-05-28,5.0
3301,036 Ladysoft,2021-04-19,4878.6
3302,012 Higienol,2019-09-07,17625.32
3303,037 Cotidian,2019-12-11,737.28
3304,001 Elite,2019-10-25,203508.31
3305,036 Ladysoft,2020-04-18,5355.13
3306,012 Higienol,2021-04-30,23545.54
3307,003 Noble,2021-02-06,111938.11
3308,038 Ok Pet,2020-12-02,58.0
3309,008 Babysec,2020-10-14,36358.64
3310,003 Noble,2021-02-03,193734.64
3311,001 Elite,2020-12-16,153278.81
3312,036 Ladysoft,2019-10-15,4389.77
3313,008 Babysec,2020-10-20,33515.1
3314,006 Nova,2021-04-07,66898.0
3315,003 Noble,2019-12-13,205206.63
3316,036 Ladysoft,2021-06-10,4569.91
3317,012 Higienol,2020-03-11,14779.08
3318,006 Nova,2020-10-03,45812.72
3319,037 Cotidian,2019-12-14,555.96
3320,012 Higienol,2019-09-10,18602.56
3321,038 Ok Pet,2020-06-02,1.17
3322,003 Noble,2021-01-31,25374.0
3323,001 Elite,2021-06-20,1562.47
3324,038 Ok Pet,2020-05-27,0.29
3325,037 Cotidian,2020-06-17,1192.05
3326,001 Elite,2019-10-28,219951.08
3327,036 Ladysoft,2020-04-15,5524.51
3328,038 Ok Pet,2020-07-25,2.38
3329,003 Noble,2020-03-24,218561.34
3330,036 Ladysoft,2019-12-13,4101.3
3331,008 Babysec,2020-04-15,57631.95
3332,006 Nova,2020-08-17,50237.77
3333,001 Elite,2020-10-21,120406.84
3334,008 Babysec,2019-10-09,37721.98
3335,008 Babysec,2019-10-15,33842.73
3336,003 Noble,2020-09-26,193527.32
3337,006 Nova,2020-02-16,1970.04
3338,037 Cotidian,2019-10-19,612.34
3339,001 Elite,2021-04-25,1763.88
3340,038 Ok Pet,2021-03-17,14.67
3341,003 Noble,2021-03-31,688344.91
3342,008 Babysec,2021-06-07,27341.74
3343,006 Nova,2020-08-20,46192.31
3344,036 Ladysoft,2021-01-31,349.29
3345,036 Ladysoft,2020-06-13,3953.06
3346,012 Higienol,2020-09-12,12615.23
3347,037 Cotidian,2020-10-22,935.12
3348,012 Higienol,2020-03-10,15200.87
3349,003 Noble,2020-03-27,145076.13
3350,036 Ladysoft,2019-12-10,6548.27
3351,001 Elite,2020-02-29,240395.11
3352,036 Ladysoft,2019-12-16,4050.23
3353,008 Babysec,2020-04-12,420.0
3354,006 Nova,2019-12-14,26362.07
3355,003 Noble,2021-05-25,359395.75
3356,012 Higienol,2020-03-19,8686.54
3357,037 Cotidian,2020-06-22,746.77
3358,006 Nova,2020-06-17,69771.89
3359,036 Ladysoft,2020-08-07,4016.51
3360,038 Ok Pet,2021-03-20,1.58
3361,036 Ladysoft,2021-02-09,5557.7
3362,008 Babysec,2019-12-18,36998.57
3363,012 Higienol,2019-09-15,117.5
3364,008 Babysec,2019-12-12,46172.83
3365,037 Cotidian,2020-12-25,10.79
3366,001 Elite,2019-11-02,134990.72
3367,038 Ok Pet,2020-09-18,4.57
3368,003 Noble,2019-09-26,163787.38
3369,038 Ok Pet,2021-03-23,9.96
3370,008 Babysec,2021-02-05,26022.99
3371,003 Noble,2020-10-02,158716.99
3372,003 Noble,2020-03-30,186641.7
3373,037 Cotidian,2019-12-22,8.63
3374,012 Higienol,2020-03-13,22263.05
3375,001 Elite,2020-12-24,77293.26
3376,012 Higienol,2020-03-16,23788.91
3377,003 Noble,2021-05-22,159949.79
3378,001 Elite,2019-10-30,254826.73
3379,012 Higienol,2019-09-12,20573.01
3380,036 Ladysoft,2020-08-04,4259.1
3381,037 Cotidian,2020-06-25,969.48
3382,008 Babysec,2019-12-15,2270.67
3383,003 Noble,2019-09-29,5866.63
3384,012 Higienol,2021-05-08,11366.48
3385,006 Nova,2020-12-17,114180.33
3386,036 Ladysoft,2021-02-06,5924.79
3387,003 Noble,2020-04-02,189098.81
3388,012 Higienol,2021-05-05,10585.43
3389,038 Ok Pet,2021-03-26,5.58
3390,038 Ok Pet,2020-09-15,46.74
3391,006 Nova,2020-06-14,426.0
3392,037 Cotidian,2019-12-19,530.83
3393,001 Elite,2020-12-21,152721.68
3394,008 Babysec,2021-02-02,30813.61
3395,037 Cotidian,2019-10-28,1240.09
3396,036 Ladysoft,2021-04-02,308.05
3397,012 Higienol,2020-11-06,14420.93
3398,006 Nova,2021-02-10,78261.81
3399,012 Higienol,2021-05-11,11920.31
3400,003 Noble,2019-10-02,168506.83
3401,001 Elite,2021-06-19,99343.11
3402,037 Cotidian,2020-12-19,809.26
3403,001 Elite,2019-10-27,4094.47
3404,008 Babysec,2019-12-09,33116.23
3405,001 Elite,2020-04-27,179472.17
3406,001 Elite,2020-10-30,172025.89
3407,003 Noble,2021-05-31,260112.46
3408,008 Babysec,2020-06-15,48090.67
3409,003 Noble,2020-05-24,2760.0
3410,006 Nova,2019-12-20,25791.17
3411,036 Ladysoft,2020-02-06,5683.59
3412,038 Ok Pet,2020-09-24,24.37
3413,003 Noble,2020-11-26,176324.36
3414,012 Higienol,2020-11-09,13365.08
3415,036 Ladysoft,2020-08-10,5692.78
3416,037 Cotidian,2020-06-19,716.97
3417,006 Nova,2020-06-20,78789.18
3418,012 Higienol,2021-05-14,8579.81
3419,008 Babysec,2020-06-09,43176.0
3420,038 Ok Pet,2020-03-19,0.17
3421,003 Noble,2021-05-28,122168.69
3422,006 Nova,2021-02-07,479.67
3423,037 Cotidian,2020-12-22,1127.65
3424,001 Elite,2021-06-22,6436.12
3425,012 Higienol,2019-09-18,22354.71
3426,012 Higienol,2019-09-21,16053.12
3427,003 Noble,2019-10-05,191024.7
3428,008 Babysec,2020-06-12,46544.33
3429,001 Elite,2020-04-30,204751.84
3430,036 Ladysoft,2020-08-13,5402.37
3431,036 Ladysoft,2020-02-09,22.76
3432,006 Nova,2019-12-17,31765.14
3433,003 Noble,2020-11-23,199991.13
3434,038 Ok Pet,2020-09-21,12.21
3435,012 Higienol,2020-11-12,15057.34
3436,008 Babysec,2020-02-08,41693.63
3437,001 Elite,2021-02-20,90825.96
3438,003 Noble,2020-05-27,181188.23
3439,036 Ladysoft,2021-04-08,4852.88
3440,006 Nova,2020-04-17,25964.5
3441,038 Ok Pet,2020-03-28,0.25
3442,008 Babysec,2020-08-12,48919.0
3443,036 Ladysoft,2020-02-12,4655.31
3444,037 Cotidian,2020-08-19,905.47
3445,001 Elite,2019-12-27,253085.05
3446,037 Cotidian,2021-02-21,2.33
3447,012 Higienol,2020-05-13,18473.75
3448,006 Nova,2019-10-14,18359.38
3449,008 Babysec,2020-02-14,30034.67
3450,012 Higienol,2020-11-15,155.91
3451,038 Ok Pet,2021-05-17,2.67
3452,036 Ladysoft,2020-10-04,169.55
3453,006 Nova,2021-06-09,66706.44
3454,008 Babysec,2020-08-15,35677.19
3455,003 Noble,2020-05-30,325523.21
3456,006 Nova,2020-07-31,63058.24
3457,008 Babysec,2019-10-29,38329.12
3458,037 Cotidian,2020-11-11,817.12
3459,036 Ladysoft,2019-11-20,3680.86
3460,038 Ok Pet,2020-07-08,3.04
3461,012 Higienol,2021-02-25,10605.79
3462,006 Nova,2020-07-28,12547.36
3463,001 Elite,2021-05-12,101863.16
3464,006 Nova,2020-01-24,27483.13
3465,037 Cotidian,2020-05-09,569.81
3466,036 Ladysoft,2021-01-14,5030.48
3467,001 Elite,2020-03-20,180120.59
3468,008 Babysec,2019-11-01,9542.08
3469,003 Noble,2020-09-09,151759.07
3470,001 Elite,2019-09-16,220003.72
3471,012 Higienol,2020-08-26,11253.57
3472,036 Ladysoft,2019-11-23,3572.59
3473,008 Babysec,2020-05-05,40764.89
3474,012 Higienol,2021-02-22,15012.86
3475,008 Babysec,2020-12-23,39136.46
3476,037 Cotidian,2019-11-08,1094.03
3477,003 Noble,2020-03-07,178986.17
3478,012 Higienol,2020-08-20,15377.97
3479,037 Cotidian,2020-05-12,748.65
3480,038 Ok Pet,2021-02-25,8.71
3481,001 Elite,2021-05-15,82851.92
3482,001 Elite,2020-11-10,124697.38
3483,006 Nova,2020-01-27,24687.08
3484,012 Higienol,2020-08-29,12570.71
3485,036 Ladysoft,2020-07-15,3917.98
3486,008 Babysec,2021-02-22,55522.49
3487,037 Cotidian,2020-07-15,941.29
3488,006 Nova,2020-05-25,25878.63
3489,012 Higienol,2020-02-25,17644.28
3490,003 Noble,2021-05-02,154.37
3491,008 Babysec,2021-02-28,4241.59
3492,036 Ladysoft,2019-11-26,4148.18
3493,037 Cotidian,2020-01-11,1000.65
3494,003 Noble,2020-09-12,206508.16
3495,003 Noble,2020-03-10,188985.82
3496,001 Elite,2021-01-13,156283.85
3497,012 Higienol,2020-02-28,17474.9
3498,006 Nova,2020-11-27,55040.95
3499,008 Babysec,2020-01-04,32602.09
3500,006 Nova,2020-05-28,25853.9
3501,036 Ladysoft,2021-01-20,4476.75
3502,001 Elite,2019-11-22,204044.43
3503,036 Ladysoft,2020-07-18,3854.79
3504,012 Higienol,2020-02-22,11837.13
3505,037 Cotidian,2020-01-08,1199.05
3506,006 Nova,2020-11-30,120917.11
3507,006 Nova,2020-05-22,27316.1
3508,006 Nova,2019-11-24,914.79
3509,001 Elite,2020-07-11,124659.7
3510,038 Ok Pet,2020-08-29,3.38
3511,008 Babysec,2021-02-25,43561.04
3512,038 Ok Pet,2021-03-03,5.71
3513,001 Elite,2021-01-10,10832.19
3514,003 Noble,2020-03-13,366580.21
3515,003 Noble,2021-05-05,113376.66
3516,012 Higienol,2021-04-18,388.42
3517,001 Elite,2019-11-19,229706.64
3518,036 Ladysoft,2021-01-17,133.66
3519,037 Cotidian,2021-03-04,823.28
3520,003 Noble,2019-09-09,195485.13
3521,008 Babysec,2020-06-29,43431.66
3522,012 Higienol,2021-04-24,13737.65
3523,003 Noble,2019-09-15,852.53
3524,006 Nova,2021-01-18,67827.98
3525,008 Babysec,2020-07-05,1550.86
3526,036 Ladysoft,2020-07-21,4743.45
3527,006 Nova,2019-11-27,26586.79
3528,003 Noble,2020-11-06,175994.16
3529,038 Ok Pet,2020-09-01,0.79
3530,038 Ok Pet,2021-03-06,2.87
3531,006 Nova,2020-05-31,540.0
3532,012 Higienol,2020-10-20,15972.38
3533,001 Elite,2020-05-20,190474.47
3534,036 Ladysoft,2020-01-17,6510.14
3535,037 Cotidian,2021-01-11,1089.73
3536,003 Noble,2021-05-08,149310.15
3537,001 Elite,2019-11-16,188293.0
3538,006 Nova,2019-11-30,26978.53
3539,003 Noble,2020-03-16,498145.91
3540,012 Higienol,2019-09-01,59.58
3541,008 Babysec,2019-12-29,3068.58
3542,003 Noble,2019-09-12,178443.42
3543,037 Cotidian,2020-07-09,645.55
3544,038 Ok Pet,2020-09-04,8.28
3545,038 Ok Pet,2020-03-02,1.17
3546,008 Babysec,2020-07-02,42490.79
3547,012 Higienol,2021-04-21,15439.86
3548,006 Nova,2021-01-21,62723.45
3549,037 Cotidian,2019-11-17,11.75
3550,012 Higienol,2021-04-27,21041.8
3551,003 Noble,2020-11-03,127143.72
3552,001 Elite,2020-05-17,4460.0
3553,036 Ladysoft,2020-07-24,4137.85
3554,036 Ladysoft,2020-01-20,4238.09
3555,003 Noble,2021-05-11,118441.33
3556,001 Elite,2019-11-13,204197.87
3557,037 Cotidian,2021-01-08,1208.11
3558,008 Babysec,2020-01-01,1487.5
3559,037 Cotidian,2020-07-06,1090.69
3560,008 Babysec,2020-03-02,20185.15
3561,001 Elite,2020-07-20,158950.36
3562,038 Ok Pet,2020-09-07,5.49
3563,003 Noble,2020-11-12,253606.13
3564,006 Nova,2021-05-23,733.92
3565,036 Ladysoft,2021-03-16,4425.71
3566,001 Elite,2021-03-09,98059.31
3567,038 Ok Pet,2021-04-27,3.75
3568,001 Elite,2020-01-22,202950.54
3569,036 Ladysoft,2020-09-14,4083.81
3570,012 Higienol,2020-10-26,14357.82
3571,012 Higienol,2020-04-23,18450.51
3572,036 Ladysoft,2020-01-23,7140.52
3573,037 Cotidian,2020-09-08,799.57
3574,008 Babysec,2021-04-24,37779.1
3575,006 Nova,2020-03-31,56865.11
3576,001 Elite,2020-01-16,216501.52
3577,003 Noble,2019-11-06,226695.5
3578,037 Cotidian,2021-03-13,553.43
3579,008 Babysec,2020-02-28,39433.95
3580,001 Elite,2021-03-12,103881.31
3581,006 Nova,2021-05-20,72311.9
3582,003 Noble,2020-05-07,229711.06
3583,036 Ladysoft,2021-03-13,5209.72
3584,003 Noble,2019-09-13,212372.87
3585,038 Ok Pet,2020-09-05,1.17
3586,008 Babysec,2020-07-24,39740.0
3587,008 Babysec,2021-01-26,35332.55
3588,012 Higienol,2019-09-05,22905.11
3589,006 Nova,2020-12-30,85835.31
3590,001 Elite,2020-12-11,154512.56
3591,036 Ladysoft,2021-02-19,4570.82
3592,003 Noble,2021-05-15,86630.22
3593,012 Higienol,2021-04-28,17152.76
3594,012 Higienol,2020-10-24,12010.4
3595,038 Ok Pet,2021-03-10,16.29
3596,037 Cotidian,2021-01-07,1099.07
3597,012 Higienol,2020-03-03,13458.8
3598,003 Noble,2021-05-12,96009.61
3599,036 Ladysoft,2021-02-22,5009.93
3600,001 Elite,2020-12-14,183862.28
3601,001 Elite,2019-10-20,27168.76
3602,036 Ladysoft,2019-12-29,898.76
3603,038 Ok Pet,2020-03-06,2.21
3604,003 Noble,2019-09-16,181561.73
3605,037 Cotidian,2020-07-05,47.5
3606,006 Nova,2020-06-27,37515.36
3607,006 Nova,2020-12-27,4327.58
3608,001 Elite,2020-12-08,147392.66
3609,003 Noble,2020-03-20,161103.81
3610,038 Ok Pet,2020-09-08,3.58
3611,008 Babysec,2019-12-02,27508.46
3612,012 Higienol,2021-04-25,163.0
3613,036 Ladysoft,2021-02-16,4644.96
3614,003 Noble,2020-11-07,204035.64
3615,012 Higienol,2020-10-21,13091.33
3616,038 Ok Pet,2020-09-02,2.5
3617,003 Noble,2021-05-09,2634.2
3618,037 Cotidian,2020-07-02,1516.87
3619,037 Cotidian,2021-01-04,1003.7
3620,003 Noble,2019-09-19,174600.68
3621,012 Higienol,2019-09-02,15755.57
3622,006 Nova,2021-01-02,13585.26
3623,008 Babysec,2021-01-23,47030.45
3624,001 Elite,2020-06-08,169619.35
3625,008 Babysec,2020-07-21,36408.85
3626,037 Cotidian,2020-07-08,958.6
3627,001 Elite,2020-12-05,163318.44
3628,003 Noble,2020-11-10,199916.62
3629,003 Noble,2020-11-16,265883.6
3630,008 Babysec,2019-11-29,48872.36
3631,006 Nova,2020-01-02,9972.77
3632,001 Elite,2021-06-09,119567.28
3633,037 Cotidian,2020-12-29,1432.66
3634,037 Cotidian,2019-11-07,753.88
3635,036 Ladysoft,2020-08-20,5371.37
3636,038 Ok Pet,2020-03-12,1.29
3637,006 Nova,2020-07-03,55490.5
3638,012 Higienol,2020-10-30,12255.51
3639,008 Babysec,2021-01-20,46441.65
3640,036 Ladysoft,2020-08-26,5223.47
3641,008 Babysec,2020-05-30,51261.12
3642,037 Cotidian,2019-11-13,748.43
3643,012 Higienol,2020-04-27,13459.47
3644,001 Elite,2019-10-14,203113.77
3645,001 Elite,2020-04-17,183876.07
3646,003 Noble,2020-05-14,232585.62
3647,003 Noble,2020-11-13,210645.61
3648,008 Babysec,2019-11-26,38618.18
3649,036 Ladysoft,2020-02-19,3610.04
3650,006 Nova,2019-12-30,30848.78
3651,001 Elite,2021-06-12,96613.85
3652,038 Ok Pet,2021-05-04,2.78
3653,012 Higienol,2021-05-01,111.92
3654,012 Higienol,2020-10-27,12600.12
3655,001 Elite,2019-10-17,200046.1
3656,036 Ladysoft,2021-02-25,4597.4
3657,001 Elite,2021-06-06,2041.92
3658,006 Nova,2020-07-06,49179.32
3659,006 Nova,2019-12-27,28342.31
3660,038 Ok Pet,2020-09-11,4.5
3661,012 Higienol,2020-04-24,15045.86
3662,037 Cotidian,2019-11-10,6.38
3663,036 Ladysoft,2020-08-23,55.0
3664,003 Noble,2020-05-11,213060.48
3665,006 Nova,2020-06-30,59752.23
3666,001 Elite,2019-10-11,205121.87
3667,038 Ok Pet,2020-03-09,0.96
3668,037 Cotidian,2021-03-06,602.91
3669,036 Ladysoft,2020-02-22,3558.84
3670,037 Cotidian,2020-09-01,593.78
3671,006 Nova,2020-04-30,56540.73
3672,012 Higienol,2019-10-27,1204.0
3673,037 Cotidian,2020-01-13,830.53
3674,006 Nova,2020-11-02,33671.79
3675,038 Ok Pet,2021-05-07,8.08
3676,036 Ladysoft,2020-02-28,5253.03
3677,008 Babysec,2020-01-29,28392.42
3678,012 Higienol,2021-06-22,1878.67
3679,038 Ok Pet,2020-11-02,33.08
3680,003 Noble,2019-11-10,4686.77
3681,006 Nova,2020-04-27,35728.95
3682,037 Cotidian,2021-03-03,544.99
3683,001 Elite,2021-02-07,1848.94
3684,036 Ladysoft,2021-04-18,299.54
3685,037 Cotidian,2021-03-09,793.26
3686,008 Babysec,2021-03-22,60342.36
3687,001 Elite,2019-12-17,277398.92
3688,036 Ladysoft,2020-02-25,5232.09
3689,012 Higienol,2020-12-21,18429.05
3690,012 Higienol,2019-10-30,23427.45
3691,008 Babysec,2020-02-01,21240.23
3692,003 Noble,2019-11-16,214608.87
3693,001 Elite,2021-02-04,129046.08
3694,006 Nova,2021-06-22,4392.17
3695,038 Ok Pet,2020-11-05,21.79
3696,038 Ok Pet,2021-05-10,2.75
3697,003 Noble,2019-11-13,190490.08
3698,001 Elite,2021-02-10,114771.69
3699,008 Babysec,2021-03-25,48855.3
3700,008 Babysec,2021-03-19,41024.53
3701,003 Noble,2020-05-17,7916.0
3702,012 Higienol,2020-04-30,18061.08
3703,012 Higienol,2020-12-24,5872.27
3704,001 Elite,2019-12-14,209203.52
3705,006 Nova,2020-12-24,36409.64
3706,036 Ladysoft,2020-10-17,4648.8
3707,037 Cotidian,2020-01-07,966.84
3708,003 Noble,2019-11-19,202607.3
3709,036 Ladysoft,2020-10-23,6074.59
3710,012 Higienol,2019-11-02,11331.16
3711,008 Babysec,2020-01-26,1091.83
3712,003 Noble,2020-04-15,237556.44
3713,008 Babysec,2020-07-01,58785.72
3714,037 Cotidian,2019-12-09,831.33
3715,003 Noble,2020-04-09,17621.4
3716,006 Nova,2021-01-22,62974.98
3717,001 Elite,2020-05-16,141212.51
3718,037 Cotidian,2020-06-12,661.17
3719,006 Nova,2020-06-04,57157.14
3720,036 Ladysoft,2020-07-25,4807.52
3721,001 Elite,2019-11-12,250297.68
3722,003 Noble,2021-06-04,103798.48
3723,012 Higienol,2020-03-29,324.17
3724,012 Higienol,2020-10-01,9600.12
3725,006 Nova,2019-11-28,20441.46
3726,006 Nova,2019-12-04,21987.18
3727,036 Ladysoft,2020-01-21,4072.48
3728,008 Babysec,2019-12-25,1511.47
3729,037 Cotidian,2019-12-12,580.54
3730,036 Ladysoft,2020-07-22,4252.09
3731,037 Cotidian,2019-12-06,999.31
3732,038 Ok Pet,2020-02-12,0.29
3733,037 Cotidian,2021-01-30,1181.08
3734,036 Ladysoft,2020-07-28,1192.59
3735,001 Elite,2019-11-09,209157.4
3736,036 Ladysoft,2020-01-24,4517.28
3737,012 Higienol,2020-03-26,10203.71
3738,006 Nova,2019-12-01,244.17
3739,001 Elite,2019-11-15,239299.85
3740,008 Babysec,2019-12-28,49960.03
3741,012 Higienol,2020-09-28,11505.75
3742,012 Higienol,2021-05-21,9621.48
3743,038 Ok Pet,2021-03-30,0.17
3744,003 Noble,2020-10-15,173838.5
3745,038 Ok Pet,2021-04-05,1.0
3746,036 Ladysoft,2020-01-30,5277.09
3747,001 Elite,2020-11-12,138792.47
3748,001 Elite,2020-05-10,1054.0
3749,012 Higienol,2020-04-01,10436.08
3750,006 Nova,2021-01-28,123770.74
3751,012 Higienol,2019-09-28,14924.24
3752,003 Noble,2019-10-12,265664.4
3753,008 Babysec,2020-06-25,34390.75
3754,006 Nova,2020-07-26,3905.0
3755,006 Nova,2021-01-31,9459.7
3756,036 Ladysoft,2021-03-20,4111.4
3757,037 Cotidian,2020-06-06,863.84
3758,003 Noble,2019-10-15,159318.51
3759,008 Babysec,2020-12-28,46017.46
3760,012 Higienol,2021-05-24,10029.92
3761,036 Ladysoft,2020-01-27,4716.85
3762,037 Cotidian,2020-12-09,777.88
3763,001 Elite,2020-11-09,119223.96
3764,038 Ok Pet,2021-04-08,4.83
3765,003 Noble,2021-06-10,136433.4
3766,003 Noble,2020-12-06,5410.43
3767,012 Higienol,2019-10-01,14280.03
3768,001 Elite,2020-11-15,3162.85
3769,038 Ok Pet,2020-10-01,2.0
3770,008 Babysec,2019-11-03,525.29
3771,001 Elite,2020-05-13,225960.28
3772,008 Babysec,2020-06-22,33199.46
3773,006 Nova,2021-01-25,74180.37
3774,012 Higienol,2020-04-04,8371.88
3775,003 Noble,2020-04-18,216086.73
3776,036 Ladysoft,2021-03-23,5550.97
3777,037 Cotidian,2020-06-09,1117.34
3778,038 Ok Pet,2020-10-07,6.2
3779,012 Higienol,2020-11-22,33.92
3780,008 Babysec,2020-12-25,863.74
3781,037 Cotidian,2020-06-03,1026.98
3782,036 Ladysoft,2021-03-17,3888.18
3783,003 Noble,2019-10-18,200648.3
3784,003 Noble,2021-06-07,125373.31
3785,006 Nova,2019-12-07,22705.46
3786,037 Cotidian,2020-12-06,16.79
3787,012 Higienol,2021-05-27,11194.57
3788,003 Noble,2021-06-13,2199.93
3789,006 Nova,2019-10-04,19652.77
3790,037 Cotidian,2020-08-09,1.75
3791,001 Elite,2020-07-16,137594.84
3792,036 Ladysoft,2020-09-24,4377.14
3793,012 Higienol,2019-10-04,19081.93
3794,003 Noble,2020-12-09,150969.29
3795,001 Elite,2020-07-10,131102.34
3796,036 Ladysoft,2020-09-18,4569.61
3797,003 Noble,2020-12-15,217964.0
3798,006 Nova,2021-05-30,819.08
3799,038 Ok Pet,2020-04-04,0.33
3800,008 Babysec,2020-08-28,42409.97
3801,038 Ok Pet,2020-10-10,30.38
3802,003 Noble,2019-10-21,190569.63
3803,012 Higienol,2020-11-25,13508.47
3804,037 Cotidian,2020-02-05,657.63
3805,006 Nova,2020-11-25,47681.17
3806,008 Babysec,2020-02-24,28311.91
3807,012 Higienol,2021-05-30,171.42
3808,012 Higienol,2020-05-26,17277.07
3809,037 Cotidian,2020-08-06,1027.71
3810,001 Elite,2020-01-09,234693.28
3811,036 Ladysoft,2020-09-21,5183.32
3812,012 Higienol,2020-11-28,14054.7
3813,037 Cotidian,2020-02-02,3.25
3814,008 Babysec,2021-02-27,121910.76
3815,003 Noble,2020-12-12,160689.9
3816,001 Elite,2020-07-13,129702.86
3817,006 Nova,2019-10-07,22363.13
3818,003 Noble,2020-06-09,275523.49
3819,038 Ok Pet,2020-04-07,0.17
3820,036 Ladysoft,2021-03-26,4951.88
3821,006 Nova,2019-10-01,16371.93
3822,006 Nova,2021-05-27,53217.28
3823,008 Babysec,2020-08-25,36230.85
3824,006 Nova,2021-06-02,54672.9
3825,037 Cotidian,2020-02-08,670.49
3826,008 Babysec,2020-02-21,23078.1
3827,006 Nova,2020-05-29,42374.82
3828,012 Higienol,2020-12-01,9569.47
3829,008 Babysec,2021-02-18,44897.61
3830,006 Nova,2020-12-01,36372.0
3831,008 Babysec,2020-08-22,41397.74
3832,037 Cotidian,2021-02-05,658.23
3833,008 Babysec,2021-02-24,61129.26
3834,037 Cotidian,2020-08-03,697.59
3835,012 Higienol,2020-05-29,14565.97
3836,038 Ok Pet,2020-12-04,29.29
3837,003 Noble,2020-06-12,239810.53
3838,012 Higienol,2019-11-28,19979.94
3839,038 Ok Pet,2021-06-08,0.63
3840,036 Ladysoft,2021-01-12,4411.75
3841,008 Babysec,2020-07-23,34750.27
3842,012 Higienol,2020-12-25,48.17
3843,001 Elite,2020-03-22,286.09
3844,003 Noble,2021-04-04,4250.4
3845,001 Elite,2020-09-24,124848.59
3846,003 Noble,2020-09-30,379572.23
3847,008 Babysec,2020-01-19,1074.75
3848,037 Cotidian,2020-04-15,1356.9
3849,012 Higienol,2019-11-06,25256.69
3850,037 Cotidian,2020-04-21,1116.99
3851,036 Ladysoft,2020-07-07,4932.56
3852,006 Nova,2019-11-06,25930.68
3853,003 Noble,2020-10-03,182862.08
3854,036 Ladysoft,2021-01-15,4922.46
3855,012 Higienol,2020-12-31,12693.51
3856,012 Higienol,2019-12-31,26435.84
3857,003 Noble,2019-09-30,318424.1
3858,036 Ladysoft,2020-01-15,5445.74
3859,036 Ladysoft,2020-01-09,4755.55
3860,012 Higienol,2020-07-01,15803.68
3861,006 Nova,2019-11-09,23323.26
3862,003 Noble,2020-04-03,152815.4
3863,038 Ok Pet,2021-03-27,0.33
3864,006 Nova,2020-07-01,142908.37
3865,001 Elite,2021-03-26,141048.34
3866,001 Elite,2021-03-20,92418.0
3867,037 Cotidian,2021-04-19,1477.61
3868,008 Babysec,2021-01-22,42831.09
3869,006 Nova,2021-01-03,1299.75
3870,008 Babysec,2020-07-20,42228.85
3871,012 Higienol,2021-01-03,258.25
