,SKU,Fecha,Soles
4317,PH ELITE PLUS DH 24 X 2,2020-12-02,31583.31
4318,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-01,13740.87
4320,PH NOBLE DH 2 X 10,2020-05-15,1907163.17
4326,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-08-03,3134.16
4327,PH HIGIENOL DH  4 X 12,2020-09-30,106847.47
4328,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-11-10,760.09
4330,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-30,446342.47
4334,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-03,177468.52
4335,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-11-13,103744.76
4340,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-18,148897.04
4345,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-10-02,53316.88
4350,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-04,2963.07
4356,PH ELITE PLUS DH 24 X 2,2021-06-09,42315.6
4358,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-10,334257.57
4364,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-08-08,89621.23
4367,PH NOBLE DH 24 X 2,2020-06-15,31497.7
4368,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-02-23,1323.07
4369,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-01-22,181609.14
4375,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-01-30,11395.95
4381,PH ELITE PLUS DH 24 X 2,2019-10-14,57668.36
4388,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-28,81734.3
4390,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-27,8439.64
4391,PH ELITE DH 2 X 10 LA,2021-01-13,667490.57
4393,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-21,47390.86
4399,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-27,5103.89
4405,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-02-04,2482.68
4407,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-25,4561.93
4417,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-03-26,2394.28
4418,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-05-12,356478.93
4424,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-25,96532.74
4425,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-03-20,18398.34
4428,PH NOBLE DH 24 X 2,2019-09-14,58140.0
4433,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-12,239565.05
4438,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-04-20,6980.05
4440,PH NOBLE DH 2 X 10,2021-04-15,362525.94
4441,PH ELITE DUO  DH 4x12 25 METROS,2020-01-23,308611.54
4442,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-19,3450.23
4448,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-01-30,7602.11
4451,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-02-27,705435.93
4455,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-05-30,300468.77
4457,PH ELITE DH 2 X 10 LA,2020-04-19,45096.98
4461,SE ELITE CORTADA 1000 X 12,2020-08-27,1862.35
4462,PH HIGIENOL DH 4x6 40 METROS,2020-09-18,224903.26
4463,PH ELITE PLUS DH 24 X 2,2019-12-30,88373.75
4464,PH ELITE DUO  DH 6 x 8  25 METROS,2020-12-12,222476.86
4465,PH ELITE  DH 4 X 12 LA,2020-03-28,739101.64
4467,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-12-23,26752.67
4469,PH ELITE PLUS DH 24 X 2,2020-07-06,20032.06
4475,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-02-20,222979.82
4477,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-12-25,25093.14
4478,RC NOVA DH MEGAROLLO  2 X 6,2020-12-25,6554.28
4480,PH ELITE DH 6 X 8 LA,2020-01-06,468349.92
4495,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-12-28,257990.2
4496,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-05,3350.16
4497,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-01-30,22409.71
4498,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-03-04,60262.67
4499,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-04-02,77386.37
4502,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-03-20,18826.1
4506,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-01-09,105181.74
4507,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-02-17,137.11
4511,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-08,2035.5
4512,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-11-20,9025.79
4522,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-07-30,8172.19
4524,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-07,12243.85
4525,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-30,6053.64
4527,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-12-15,322.66
4530,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-09,219746.22
4532,RC NOVA DH MEGAROLLO  2 X 6,2020-07-09,63585.52
4534,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-10,9076.28
4535,RC NOVA DH MEGAROLLO  1 X 12,2020-05-17,12341.1
4537,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-26,88302.27
4538,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-07-17,14749.44
4544,SE ELITE CORTADA 1000 X 12,2020-06-25,2387.28
4546,PH ELITE  DH 4 X 12 LA,2019-10-11,617095.28
4547,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-25,8114.09
4551,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-08-19,2731.34
4552,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-01,145.17
4554,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-01,72023.74
4555,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-04,331917.94
4556,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-30,183371.19
4557,PH ELITE DH 24 X 2 LA,2020-08-06,459865.77
4558,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-05,231767.63
4575,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-17,1037.16
4584,PH NOBLE DH 2 X 10,2020-04-28,1539494.03
4587,PH HIGIENOL DH 4x6 40 METROS,2020-07-14,40561.65
4592,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-03-09,33364.75
4593,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-24,266225.05
4595,PH ELITE PLUS DH 24 X 2,2020-12-25,409.42
4597,PH ELITE  DH 4 X 12 LA,2021-06-06,4495.44
4599,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-13,234198.78
4603,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-28,2954.56
4604,PH HIGIENOL DH  4 X 12,2020-02-14,227411.95
4605,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-10-20,60396.36
4609,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-04-22,63124.05
4610, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-06,63740.07
4615,PH ELITE DH 2 X 10 LA,2020-10-08,617316.2
4616,PH HIGIENOL DH 4x6 40 METROS,2021-03-06,170628.39
4622,PH ELITE DH 6 X 8 LA,2020-04-01,207139.36
4624,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-11-28,26467.93
4625,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-04,7758.23
4628,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-31,15334.48
4629,PH ELITE DH 24 X 2 LA,2019-09-26,380935.3
4634,PH HIGIENOL DH  4 X 12,2020-03-08,4424.68
4635,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-27,1204.21
4638,PH NOBLE DH 2 X 10,2021-06-17,532578.52
4640,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-10-22,10163.96
4641,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-06-02,98974.78
4649,PH NOBLE DH 24 X 2,2019-11-16,46641.83
4651,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-24,7795.13
4652,PH ELITE CLÁSICO DH 2 X 10 CO,2021-06-20,158.54
4653,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-02-06,13619.41
4654,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-11,102753.16
4655,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-04-27,3207.97
4664,RC NOVA DH MEGAROLLO  1 X 12,2020-07-19,20853.07
4669,RC NOVA DH MEGAROLLO  2 X 6,2020-02-20,36052.39
4671,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-10-04,29.7
4676,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-05,140764.94
4678,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-06,305.42
4679,PH ELITE DH 6 X 8 LA,2021-04-05,126125.5
4682,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-06-09,57.97
4685,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-04-14,26635.44
4702,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-04-04,133222.94
4703,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-02-28,28.77
4705,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-10-31,191738.5
4707,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-01-22,249193.09
4709,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-30,62573.0
4711,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-24,350589.7
4712,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-03-27,8868.75
4718,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-12-08,15653.55
4727,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-01-09,799.52
4728,PH ELITE DH 2 X 10 LA,2020-05-15,817905.69
4731,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-01-31,16831.28
4739,PH ELITE DH 6 X 8 LA,2021-02-04,113190.72
4744,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-12-24,5839.34
4745, PH ELITE PLUS DH VERTICAL 6 X 8,2020-08-04,14576.28
4756,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-05-05,81147.98
4761,PH HIGIENOL DH 4x6 40 METROS,2021-04-12,259768.44
4766,PH HIGIENOL DH 4x6 40 METROS,2020-02-22,119509.55
4769,SE ELITE CORTADA 1000 X 12,2020-01-31,10186.05
4770,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-05-25,99585.88
4771,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-26,202888.63
4774,RC NOVA DH MEGAROLLO  2 X 6,2020-06-02,123401.97
4778,PH HIGIENOL DH  4 X 12,2021-01-11,116520.67
4789,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-01-12,1920.62
4791,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-26,4719.04
4795,PH NOBLE DH 2 X 10,2020-09-18,1106953.99
4802,PH ELITE DUO  DH 4x12 25 METROS,2021-02-24,223077.42
4803,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-04-28,1203.23
4806,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-06-01,1434.1
4809,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-09-10,6388.19
4811,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-01-19,16523.49
4812,RC NOVA DH MEGAROLLO  1 X 12,2021-04-14,867847.33
4815,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-11-12,297.8
4817,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-03-13,9422.97
4820,PH ELITE DH 24 X 2 LA,2019-12-24,251357.5
4823,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-02,2825.44
4825,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-09-09,98361.84
4830,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-06-19,6157.45
4834,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-24,106638.5
4840,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-09-11,1599.76
4846,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-29,7488.8
4850,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-11-20,63650.66
4859,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-08-07,404672.16
4864,PH HIGIENOL DH 4x6 40 METROS,2020-08-06,216137.17
4865,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-02-06,108624.14
4869,PH ELITE DUO  DH 4x12 25 METROS,2019-09-02,150473.9
4878,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-16,2428.72
4881, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-29,44219.98
4886,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-09,297374.34
4897,RC NOVA DH MEGAROLLO  1 X 12,2020-04-27,543545.71
4899,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-06-05,9762.76
4904,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-28,15897.19
4905,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-04-08,81304.54
4909,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-05-11,70614.46
4911,PH ELITE DH 24 X 2 LA,2021-03-06,314263.42
4914,PH ELITE  DH 4 X 12 LA,2019-11-03,42257.55
4915,PH HIGIENOL DH  4 X 12,2021-03-15,102204.45
4916,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-02-26,4294.87
4918,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-05-21,1021.65
4921,PH NOBLE DH 2 X 10,2019-10-02,1516822.06
4928,PH NOBLE DH 24 X 2,2020-08-11,89563.89
4935,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-11,241.44
4938,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-12-01,325.09
4941,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-02-24,1721.93
4943,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-06-04,379692.27
4947,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-11,11873.24
4959,PH NOBLE DH 24 X 2,2019-10-07,54437.99
4967,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-27,11679.51
4968,PH ELITE DUO  DH 6 x 8  25 METROS,2020-03-21,891031.56
4970,PH HIGIENOL DH  4 X 12,2021-06-06,4991.14
4971,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-12-02,4969.5
4973,PH ELITE DH 6 X 8 LA,2020-08-25,282426.57
4976,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-28,5282.05
4978,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-22,21448.66
4986,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-11-13,1549.34
4992,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-06,271211.82
4993,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-10-02,88909.46
4994,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-21,825.62
4998,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-28,382192.33
5007,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-01-16,5991.58
5008,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-01,120620.73
5012,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-04-21,7248.56
5017,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-06,30652.52
5022,PH HIGIENOL DH  4 X 12,2020-04-17,243859.31
5023,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-10,243899.62
5027,PH HIGIENOL DH 4x6 40 METROS,2020-05-12,157393.8
5034,SE ELITE CORTADA 1000 X 12,2020-02-17,4303.95
5038,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-07-15,48399.87
5039,PH ELITE DH 6 X 8 LA,2020-08-22,252778.98
5040,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-01-06,67486.25
5042,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-30,13880.68
5049,PH ELITE  DH 4 X 12 LA,2020-05-24,5457.63
5050,PH ELITE PLUS DH 24 X 2,2019-12-16,82142.88
5051,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-08-25,1079.84
5053,PH NOBLE DH 2 X 10,2019-09-15,7831.92
5055,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-10-11,65994.46
5059,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-31,9474.83
5060,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-04-14,168520.59
5067,PH ELITE  DH 4 X 12 LA,2019-11-26,556741.15
5070,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-11-25,9494.99
5071,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-19,1775.2
5074,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-28,3168.81
5076,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-03-21,113.39
5077,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-04-06,1450.54
5078,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-20,203727.92
5079,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-14,6086.76
5080,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-02,32151.0
5083,PH HIGIENOL DH  4 X 12,2021-02-26,90733.89
5087,RC NOVA DH MEGAROLLO  1 X 12,2019-11-13,368598.84
5092,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-28,46673.0
5095,PH ELITE DUO  DH 6 x 8  25 METROS,2020-06-29,409115.74
5108,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-04,18856.51
5109,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-12-29,388429.52
5118,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-04-17,47890.31
5119,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-12-19,249052.0
5122,PH ELITE CLÁSICO DH 2 X 10 CO,2021-02-20,21301.34
5123,PH NOBLE DH 2 X 10,2021-05-11,515279.37
5128,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-02,386.65
5132,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-06-10,86006.76
5133,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-04-30,110961.12
5137,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-11,8391.86
5140,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-12,32062.95
5144,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-28,7350.33
5145,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-25,4831.38
5146,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-01-17,1234.22
5153,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-11-18,466.7
5154,PH ELITE DUO  DH 4x12 25 METROS,2021-05-18,204591.35
5155,PH NOBLE DH 2 X 10,2021-05-05,347483.47
5161,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-06-16,250898.83
5162,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-11,149.58
5165,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-01-15,52666.93
5175,PH ELITE DH 2 X 10 LA,2021-03-20,269663.93
5176,RC NOVA DH MEGAROLLO  1 X 12,2020-01-12,3364.75
5178,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-28,4404.94
5179,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-29,1076.36
5180,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-01-27,7392.07
5189,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-11-26,3327.02
5190,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-10-20,114311.02
5197,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-10,8912.84
5198,PH NOBLE DH 24 X 2,2019-11-19,40751.8
5199,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-28,35135.08
5201,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-09-29,18938.87
5202,PH ELITE DUO  DH 6 x 8  25 METROS,2019-09-14,527996.24
5207,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-15,1094.33
5209,PH ELITE DH 6 X 8 LA,2020-02-18,305273.21
5210,RC NOVA DH MEGAROLLO  2 X 6,2019-09-24,13286.79
5212,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-06-12,202359.92
5214,SE ELITE CORTADA 1000 X 12,2021-04-10,5925.14
5216,PH ELITE DUO  DH 4x12 25 METROS,2020-06-14,13049.69
5217,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-09-30,504352.76
5222,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-06-15,7573.91
5223,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-02-14,199560.78
5226,PH ELITE CLÁSICO DH 2 X 10 CO,2020-09-27,1440.99
5227,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-05-08,396.13
5232,PH HIGIENOL DH 4x6 40 METROS,2019-09-29,2185.0
5240,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-04-07,116191.7
5241,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-27,17851.47
5242,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-06-03,63696.38
5244,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-11-27,116321.78
5247,PH ELITE  DH 4 X 12 LA,2020-01-22,372497.79
5249, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-13,17280.04
5253,PH HIGIENOL DH  4 X 12,2020-11-29,9271.97
5254,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-24,1428.19
5259,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-11,2898.71
5261,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-02-06,48485.7
5265,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-07,92533.86
5267,PH ELITE DUO  DH 4x12 25 METROS,2021-03-13,174606.3
5268,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-02,708.42
5270,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-02-12,4163.75
5271,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-09-15,1103.39
5278,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-13,8875.38
5279, PH ELITE PLUS DH VERTICAL 6 X 8,2021-01-14,42878.29
5298,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-01-12,54.07
5302,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-12-08,206439.9
5305,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-11-14,2924.91
5306,PH ELITE DH 2 X 10 LA,2020-10-28,640431.0
5307,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-02-23,35.76
5312,RC NOVA DH MEGAROLLO  2 X 6,2019-11-06,13262.85
5313,PH ELITE CLÁSICO DH 2 X 10 CO,2020-09-07,22759.38
5319,PH ELITE DUO  DH 6 x 8  25 METROS,2019-10-27,7370.25
5320,PH ELITE  DH 4 X 12 LA,2021-05-14,304160.18
5322,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-11-20,328863.09
5326,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-10-24,555951.91
5328,PH HIGIENOL DH 4x6 40 METROS,2020-03-10,104675.06
5334,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-12-05,18966.28
5335,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-08,2795.7
5337,PH ELITE  DH 4 X 12 LA,2019-09-18,594304.1
5340,PH ELITE DUO  DH 6 x 8  25 METROS,2021-06-22,234249.16
5341,RC NOVA DH MEGAROLLO  1 X 12,2020-11-02,509294.01
5344,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-04-16,7750.92
5345,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-02,66559.74
5346,PH ELITE DUO  DH 4x12 25 METROS,2020-09-11,153156.68
5351,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-19,106330.34
5355,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-02-14,23251.31
5365,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-10-11,1390.25
5368,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-08-24,40974.71
5369,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-06-19,294944.01
5370,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-07,158503.3
5374,PH NOBLE DH 24 X 2,2021-03-11,104878.33
5379,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-11,3903.07
5382,PH ELITE CLÁSICO DH 2 X 10 CO,2021-01-11,22973.59
5386,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-08-30,263.56
5389,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-07-29,1988.97
5392,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-08-04,195898.67
5395,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-01-23,3102.53
5403,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-06-16,3449.75
5408,PH ELITE  DH 4 X 12 LA,2019-10-08,582000.44
5413,PH ELITE DUO  DH 4x12 25 METROS,2020-09-28,258872.76
5414,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-04-09,1609.83
