,Distribuidor,Fecha,Soles
3201,DACIA - LIMA,2019-11-02,28239.82
3202,JRC - NAZCA,2019-11-02,9473.15
3203,LIDER - CHEPEN,2019-11-02,3698.91
3204,VEGA - NORTE,2019-11-02,80364.79
3205,FERROL,2019-11-04,35685.34
3206,VEGA - SUR,2019-11-04,32449.12
3208,AGA - MOYOBAMBA,2019-11-05,10119.77
3210,KONSUMASS,2019-11-05,98230.82
3212,TEMMY,2019-11-05,55969.82
3213,ZV,2019-11-05,83819.21
3214,5M DISTRIBUCIONES,2019-11-06,42750.2
3215,AGA - JAEN,2019-11-06,13459.41
3217,MELVIN MICHEL AL,2019-11-06,500390.45
3218,CODIJISA - PIURA,2019-11-07,172870.59
3219,LA GENOVESA - MOQUEGUA,2019-11-07,1243.65
3220,LAGUI,2019-11-07,143636.95
3221,MYG,2019-11-07,9763.7
3222,URBANO,2019-11-07,30848.85
3223,CALLAYUC,2019-11-08,240106.55
3224,CODIJISA - CHIMBOTE,2019-11-08,51778.78
3225,DIJISA - ICA,2019-11-08,15046.66
3226,DISART,2019-11-08,85991.35
3228,JRC - ICA,2019-11-08,53025.15
3229,LYG-CD_SAC,2019-11-08,256533.67
3230,DACIA - LIMA,2019-11-09,31416.73
3231,DIPSA-ABANCAY,2019-11-09,20674.48
3232,DISTRIBUIDORA CCM,2019-11-09,777221.44
3233,LANCERO - HUANUCO,2019-11-09,6883.48
3234,LIDER - CHEPEN,2019-11-09,3081.94
3235,SODALES,2019-11-09,238402.25
3236,VEGA - NORTE,2019-11-09,106630.3
3237,ARCANGEL,2019-11-11,40006.39
3238,DIPSA-ANDAHUAYLAS,2019-11-11,40694.89
3239,FERROL,2019-11-11,86583.32
3241,AGA - MOYOBAMBA,2019-11-12,2598.35
3242,CHUPACA BUSINESS,2019-11-12,59613.99
3244,TEMMY,2019-11-12,36200.54
3245,ZV,2019-11-12,82475.98
3246,5M DISTRIBUCIONES,2019-11-13,60506.88
3247,AGA - JAEN,2019-11-13,32165.44
3249,EDUFARMA MERCADO,2019-11-13,95324.83
3250,MELVIN MICHEL AL,2019-11-13,377291.95
3252,PANAM,2019-11-13,31028.64
3253,CODIJISA - PIURA,2019-11-14,131501.76
3254,LANCERO - LA MERCED,2019-11-14,539.23
3255,MARRACHE,2019-11-14,166669.26
3256,CALLAYUC,2019-11-15,198889.76
3257,CODIJISA - CHIMBOTE,2019-11-15,38720.27
3258,CORPORACION_VEGA,2019-11-15,36111.54
3259,DIJISA - ICA,2019-11-15,11902.31
3260,DISART,2019-11-15,13198.8
3261,DROGUERIA SAN MARTIN,2019-11-15,62030.32
3263,JRC - ICA,2019-11-15,56795.4
3264,LYG-CD_SAC,2019-11-15,162945.8
3265,DACIA - LIMA,2019-11-16,31993.52
3266,DIPSA-ABANCAY,2019-11-16,33997.63
3267,DISTRIBUIDORA CCM,2019-11-16,849451.36
3268,LANCERO - HUANUCO,2019-11-16,4013.92
3269,LIDER - CHEPEN,2019-11-16,5958.31
3270,SODALES,2019-11-16,211134.12
3271,TAMBOS AQP,2019-11-16,63394.32
3272,ARCANGEL,2019-11-18,69185.84
3273,DIJISA - CHINCHA,2019-11-18,12317.23
3274,DIPSA-ANDAHUAYLAS,2019-11-18,34916.63
3275,FERROL,2019-11-18,24436.37
3276,RODAMEOS,2019-11-18,49650.42
3277,AGA - MOYOBAMBA,2019-11-19,16112.94
3278,CHUPACA BUSINESS,2019-11-19,104220.54
3280,ZV,2019-11-19,97911.52
3281,5M DISTRIBUCIONES,2019-11-20,59991.53
3282,EDUFARMA MERCADO,2019-11-20,180144.76
3283,MELVIN MICHEL AL,2019-11-20,93069.7
3285,PANAM,2019-11-20,10664.7
3286,DIJISA - AYACUCHO,2019-11-21,7861.36
3287,LANCERO - LA MERCED,2019-11-21,366.58
3288,MARRACHE,2019-11-21,128023.77
3289,CALLAYUC,2019-11-22,186977.36
3290,CODIFER,2019-11-22,47846.41
3291,CODIJISA - CHIMBOTE,2019-11-22,27467.68
3292,CORPORACION_VEGA,2019-11-22,36697.9
3293,DIJISA - ICA,2019-11-22,9197.77
3294,DISART,2019-11-22,104788.73
3295,DROGUERIA SAN MARTIN,2019-11-22,22107.4
3297,JRC - ICA,2019-11-22,38194.06
3298,LYG-CD_SAC,2019-11-22,24223.92
3299,VEGA - CENTRO,2019-11-22,64082.86
3300,DIPSA-ABANCAY,2019-11-23,7094.42
3301,DISTRIBUIDORA CCM,2019-11-23,646691.44
3302,LANCERO - HUANUCO,2019-11-23,2865.0
3303,LANCERO - TINGO MARIA,2019-11-23,2058.4
3304,LIDER - CHEPEN,2019-11-23,8796.36
3305,LIDER - TRUJILLO,2019-11-23,3064.46
3306,SODALES,2019-11-23,187335.68
3307,TAMBOS AQP,2019-11-23,52156.76
3308,TAYMI,2019-11-23,152583.03
3309,ARCANGEL,2019-11-25,94602.81
3310,CURTIS ESTE,2019-11-25,12166.1
3311,DIJISA - CHINCHA,2019-11-25,14432.7
3312,DIPSA-ANDAHUAYLAS,2019-11-25,56363.65
3313,EUROVA,2019-11-25,436701.93
3314,GIANELA,2019-11-25,66319.85
3315,RODAMEOS,2019-11-25,100418.56
3316,CHUPACA BUSINESS,2019-11-26,152822.17
3318,EDUFARMA MERCADO,2019-11-27,123107.36
3320,PANAM,2019-11-27,71288.0
3321,DIJISA - AYACUCHO,2019-11-28,10482.17
3322,LANCERO - LA MERCED,2019-11-28,1122.46
3323,MARRACHE,2019-11-28,219416.58
3324,PATITA SAC,2019-11-28,59673.62
3326,CODIFER,2019-11-29,41143.72
3327,CORPORACION_VEGA,2019-11-29,46951.29
3328,DICOBELSA - LIMA,2019-11-29,58859.75
3329,DROGUERIA SAN MARTIN,2019-11-29,50980.48
3330,MYL_HERMANOS,2019-11-29,309158.06
3331,VEGA - CENTRO,2019-11-29,43698.91
3332,DIPSA-ABANCAY,2019-11-30,23920.52
3333,LANCERO - TINGO MARIA,2019-11-30,12147.78
3335,CORPORACION_VEGA,2019-10-30,208900.27
3337,PANAM,2019-10-30,78671.11
3338,PATITA SAC,2019-10-30,76152.25
3339,TEMMY,2019-10-30,56519.21
3340,5M DISTRIBUCIONES,2019-10-31,28241.23
3341,AGA - JAEN,2019-10-31,126349.39
3342,DIJISA - AYACUCHO,2019-10-31,13980.04
3344,CORPORACION_VEGA,2019-11-01,29702.87
3345,LIDER - TRUJILLO,2019-11-01,4412.56
3346,LYG-CD_SAC,2019-11-01,47964.61
3348,ECONOMYSA,2019-11-02,117559.01
3349,GIANELA,2019-11-02,12287.54
3350,JRC - ICA,2019-11-02,47832.16
3353,RODAMEOS,2019-11-02,77012.46
3354,STA APOLONIA - CH,2019-11-02,73591.29
3355,VEGA - ESTE,2019-11-02,37909.1
3356,DISTRIBUIDORA CCM,2019-11-03,278007.63
3357,ARCANGEL,2019-11-04,52426.16
3358,DIPSA-AYACUCHO,2019-11-04,92297.88
3359,ECONOMYSA,2019-11-04,92530.38
3360,GIANELA,2019-11-04,122617.91
3362,RODAMEOS,2019-11-04,138894.66
3364,DIPSA-ANDAHUAYLAS,2019-11-05,83683.03
3365,DYCART,2019-11-05,550861.12
3367,SAUL,2019-11-06,70001.61
3368,URBANO,2019-11-06,33498.51
3369,CODIFER,2019-11-07,43302.77
3370,CODIJISA - TRUJILLO,2019-11-07,74699.43
3371,DICOBELSA - LIMA,2019-11-07,39884.51
3372,EDUFARMA MERCADO,2019-11-07,172340.79
3373,GUMISA - HUARAZ,2019-11-07,48991.05
3374,LANCERO - TINGO MARIA,2019-11-07,6979.97
3375,MARRACHE,2019-11-07,61551.73
3376,MELVIN MICHEL AL,2019-11-07,2119.14
3378,VEGA - CENTRO,2019-11-07,49296.29
3380,LANCERO - LA MERCED,2019-11-08,1067.65
3381,RICMAN,2019-11-08,47350.26
3383,CODIFER,2019-11-09,40911.94
3385,DICOBELSA - LIMA,2019-11-09,42950.13
3386,DIJISA - ICA,2019-11-09,14908.19
3387,DIJISA - LIMA,2019-11-09,15887.89
3388,DROGUERIA SAN MARTIN,2019-11-09,31955.6
3389,LANCERO - TINGO MARIA,2019-11-09,3352.36
3391,SAN JUAN,2019-11-09,25624.21
3392,TAYMI,2019-11-09,123530.26
3393,VEGA - CENTRO,2019-11-09,43495.83
3396,DIJISA - LIMA,2019-11-11,17479.28
3397,P&PJ CHINCHA,2019-11-11,115481.72
3398,SAN JUAN,2019-11-11,74221.21
3399,AGA - TARAPOTO,2019-11-12,12097.89
3400,CURTIS ESTE,2019-11-12,12461.54
3401,DIJISA - CHINCHA,2019-11-12,21919.89
3403,EUROVA,2019-11-12,258130.49
3404,KONSUMASS,2019-11-12,65016.17
3406,STA APOLONIA - T,2019-11-12,107071.2
3407,CHUPACA BUSINESS,2019-11-13,72014.36
3408,DIJISA - AYACUCHO,2019-11-13,6885.14
3409,MYG,2019-11-13,12180.38
3410,MYL_HERMANOS,2019-11-13,287274.96
3412,LA GENOVESA - MOQUEGUA,2019-11-14,1100.36
3414,PANAM,2019-11-14,27876.76
3415,PATITA SAC,2019-11-14,46721.85
3416,DIJISA - AYACUCHO,2019-11-15,9688.39
3417,GRUPO SVS,2019-11-15,142349.68
3418,MYL_HERMANOS,2019-11-15,314028.22
3419,VEGA - NORTE,2019-11-15,105001.96
3420,ALMACENES_SEVILLANO,2019-11-16,45070.35
3421,CORPORACION_VEGA,2019-11-16,44730.19
3422,CURTIS NORTE,2019-11-16,6771.43
3423,JRC - NAZCA,2019-11-16,7960.91
3424,LANCERO - PUCALLPA,2019-11-16,10191.8
3425,LIDER - TRUJILLO,2019-11-16,6183.52
3427,TCA SAC,2019-11-16,29658.11
3428,VEGA - ESTE,2019-11-17,59.72
3429,ALMACENES_SEVILLANO,2019-11-18,10219.8
3430,CURTIS NORTE,2019-11-18,5777.51
3431,LANCERO - PUCALLPA,2019-11-18,13284.21
3432,TCA SAC,2019-11-18,45919.81
3433,TEMMY,2019-11-18,50847.58
3434,5M DISTRIBUCIONES,2019-11-19,20272.74
3435,AGA - JAEN,2019-11-19,33237.95
3436,DIPSA-AYACUCHO,2019-11-19,160949.84
3438,GIANELA,2019-11-19,150361.65
3439,RODAMEOS,2019-11-19,126829.15
3440,STA APOLONIA - CH,2019-11-19,48134.63
3441,VEGA - SUR,2019-11-19,33173.79
3443,DYCART,2019-11-20,250333.84
3444,LAGUI,2019-11-20,1175.17
3445,JRC - ICA,2019-11-21,34366.62
3446,RICMAN,2019-11-21,62875.76
3447,SAUL,2019-11-21,51532.36
3448,URBANO,2019-11-21,38198.44
3449,CODIJISA - TRUJILLO,2019-11-22,52374.67
3450,DACIA - LIMA,2019-11-22,28968.32
3451,DICOBELSA - LIMA,2019-11-22,49077.12
3452,DISTRIBUIDORA CCM,2019-11-22,824950.85
3453,GUMISA - HUARAZ,2019-11-22,95056.81
3454,LANCERO - HUANUCO,2019-11-22,3102.11
3456,RICMAN,2019-11-23,173385.35
3457,TAMBOS LIMA,2019-11-23,148932.09
3458,URBANO,2019-11-23,28630.94
3460,TAMBOS LIMA,2019-11-25,143892.89
3463,EDUFARMA MERCADO,2019-11-26,145819.78
3465,ZV,2019-11-26,83902.76
3466,AGA - TARAPOTO,2019-11-27,26186.87
3467,CODIJISA - PIURA,2019-11-27,247464.79
3469,KONSUMASS,2019-11-27,128252.01
3470,LA GENOVESA - MOQUEGUA,2019-11-27,1238.44
3471,LANCERO - LA MERCED,2019-11-27,1248.63
3472,STA APOLONIA - T,2019-11-27,99918.05
3473,DIJISA - ICA,2019-11-28,8132.9
3474,DROGUERIA SAN MARTIN,2019-11-28,81604.45
3476,MYG,2019-11-28,6051.54
3478,CODIJISA - PIURA,2019-11-29,114288.22
3479,DISART,2019-11-29,62346.16
3480,LA GENOVESA - MOQUEGUA,2019-11-29,3282.53
3481,LIDER - CHEPEN,2019-11-29,8002.04
3482,TAMBOS AQP,2019-11-29,39215.96
3483,ESTILOS,2019-11-30,5751.43
3484,GRUPO SVS,2019-11-30,152082.65
3486,KONSUMASS,2019-11-01,43853.58
3488,AGA - TARAPOTO,2019-11-02,72.37
3489,MELVIN MICHEL AL,2019-11-02,106095.38
3491,CODIJISA - PIURA,2019-11-04,76335.32
3492,DISART,2019-11-04,118675.0
3494,LA GENOVESA - MOQUEGUA,2019-11-04,4523.17
3495,MYG,2019-11-04,10877.04
3496,MYL_HERMANOS,2019-11-04,303979.08
3497,GRUPO SVS,2019-11-05,47572.51
3499,JRC - NAZCA,2019-11-05,14978.19
3500,LIDER - CHEPEN,2019-11-05,6134.83
3501,VEGA - NORTE,2019-11-05,103952.2
3502,CASA GRANDE,2019-11-06,108259.98
3503,ESTILOS,2019-11-06,18016.14
3504,JRC - NAZCA,2019-11-06,6374.39
3505,LA GENOVESA - TACNA,2019-11-06,15700.27
3506,LIDER - CHEPEN,2019-11-06,4669.09
3507,MOLISAC,2019-11-06,96182.73
3509,P&PJ CHINCHA,2019-11-06,53540.63
3510,SIPAN - Y,2019-11-06,125143.08
3511,TCA SAC,2019-11-06,38144.47
3512,VEGA - NORTE,2019-11-06,108113.19
3513,ESTILOS,2019-11-07,13117.6
3514,FERROL,2019-11-07,60960.14
3515,LANCERO - PUCALLPA,2019-11-07,21547.03
3516,MOLISAC,2019-11-07,155356.82
3518,SIPAN - Y,2019-11-07,173186.96
3519,TCA SAC,2019-11-07,31074.71
3520,AGA - MOYOBAMBA,2019-11-08,19523.85
3521,CHUPACA BUSINESS,2019-11-08,98960.78
3522,FERROL,2019-11-08,36142.74
3523,TEMMY,2019-11-08,41498.27
3524,VEGA - SUR,2019-11-08,34511.6
3525,5M DISTRIBUCIONES,2019-11-09,16389.42
3526,AGA - JAEN,2019-11-09,38742.81
3527,AGA - MOYOBAMBA,2019-11-09,13334.53
3530,TEMMY,2019-11-09,58454.94
3531,CALLAYUC,2019-11-11,176359.69
3532,CODIJISA - CHIMBOTE,2019-11-11,37358.46
3533,CORPORACION_VEGA,2019-11-11,41821.5
3534,JRC - ICA,2019-11-11,46871.32
3535,LAGUI,2019-11-11,134929.24
3536,LYG-CD_SAC,2019-11-11,236414.09
3537,CALLAYUC,2019-11-12,288459.67
3538,CODIJISA - CHIMBOTE,2019-11-12,32372.7
3539,DACIA - LIMA,2019-11-12,27611.34
3540,DIPSA-ABANCAY,2019-11-12,9224.96
3541,DISTRIBUIDORA CCM,2019-11-12,875383.31
3542,JRC - ICA,2019-11-12,33277.64
3543,LANCERO - HUANUCO,2019-11-12,2621.11
3544,LYG-CD_SAC,2019-11-12,147236.07
3545,SODALES,2019-11-12,82798.9
3546,DACIA - LIMA,2019-11-13,28145.8
3547,DIJISA - HUANCAYO,2019-11-13,12926.2
3548,DIPSA-ABANCAY,2019-11-13,6665.51
3549,DISTRIBUIDORA CCM,2019-11-13,675773.4
3550,ECONOMYSA,2019-11-13,130404.17
3551,EDUSA,2019-11-13,33280.98
3552,LA GENOVESA - ILO,2019-11-13,5189.16
3553,LANCERO - HUANUCO,2019-11-13,10459.89
3555,SODALES,2019-11-13,114626.9
3556,ARCANGEL,2019-11-14,102270.29
3557,DIJISA - HUANCAYO,2019-11-14,14826.22
3558,DIPSA-ANDAHUAYLAS,2019-11-14,37282.18
3559,EDUSA,2019-11-14,33931.37
3560,LA GENOVESA - ILO,2019-11-14,469.44
3562,RODAMEOS,2019-11-14,91688.47
3563,ARCANGEL,2019-11-15,86545.08
3564,DIPSA-ANDAHUAYLAS,2019-11-15,100950.25
3566,ZV,2019-11-15,142289.44
3568,EDUFARMA MERCADO,2019-11-16,136444.94
3570,ZV,2019-11-16,64932.94
3571,MELVIN MICHEL AL,2019-11-17,143886.68
3573,CODIFER,2019-11-18,47920.49
3574,CODIJISA - PIURA,2019-11-18,174551.93
3575,DIJISA - ICA,2019-11-18,11818.06
3576,DISART,2019-11-18,24392.89
3577,DROGUERIA SAN MARTIN,2019-11-18,159203.9
3579,LANCERO - LA MERCED,2019-11-18,2340.07
3580,MARRACHE,2019-11-18,28287.47
3581,VEGA - CENTRO,2019-11-18,66681.18
3582,DIJISA - ICA,2019-11-19,4906.94
3583,DISART,2019-11-19,108465.36
3584,DROGUERIA SAN MARTIN,2019-11-19,49242.56
3586,LANCERO - TINGO MARIA,2019-11-19,2882.65
3587,LIDER - CHEPEN,2019-11-19,8299.03
3588,TAMBOS AQP,2019-11-19,104773.43
3589,TAYMI,2019-11-19,496643.95
3590,CASA GRANDE,2019-11-20,107961.65
3592,LA GENOVESA - TACNA,2019-11-20,44031.12
3593,LIDER - CHEPEN,2019-11-20,7648.03
3594,P&PJ CHINCHA,2019-11-20,97385.41
3595,TAMBOS AQP,2019-11-20,120154.04
3596,CASA GRANDE,2019-11-21,186461.25
3597,CURTIS ESTE,2019-11-21,11147.18
3598,DIJISA - CHINCHA,2019-11-21,15073.44
3599,ESTILOS,2019-11-21,12047.04
3600,EUROVA,2019-11-21,390183.04
3601,LA GENOVESA - TACNA,2019-11-21,26458.26
3603,P&PJ CHINCHA,2019-11-21,84051.6
3604,SIPAN - Y,2019-11-21,150508.14
3605,CHUPACA BUSINESS,2019-11-22,49058.9
3606,DIJISA - CHINCHA,2019-11-22,10386.27
3608,AGA - MOYOBAMBA,2019-11-23,14910.01
3609,CHUPACA BUSINESS,2019-11-23,21763.72
3611,PANAM,2019-11-23,22600.85
3612,CALLAYUC,2019-11-25,223214.8
3613,CORPORACION_VEGA,2019-11-25,48362.08
3614,DIJISA - AYACUCHO,2019-11-25,20833.49
3615,LYG-CD_SAC,2019-11-25,194553.07
3616,CALLAYUC,2019-11-26,107436.64
3617,CORPORACION_VEGA,2019-11-26,36819.78
3618,DIPSA-ABANCAY,2019-11-26,21997.51
3619,JRC - ICA,2019-11-26,27773.43
3620,LIDER - TRUJILLO,2019-11-26,2482.97
3621,LYG-CD_SAC,2019-11-26,126869.31
3622,CURTIS NORTE,2019-11-27,5579.79
3623,DIPSA-ABANCAY,2019-11-27,17261.59
3625,DISTRIBUIDORA CCM,2019-11-27,841362.38
3626,ECONOMYSA,2019-11-27,103724.13
3627,LANCERO - HUANUCO,2019-11-27,7026.62
3629,LIDER - TRUJILLO,2019-11-27,4086.02
3631,SODALES,2019-11-27,133081.91
3632,VEGA - ESTE,2019-11-27,41199.31
3633,ALMACENES_SEVILLANO,2019-11-28,25397.15
3634,ARCANGEL,2019-11-28,60370.82
3635,ECONOMYSA,2019-11-28,87604.1
3636,GIANELA,2019-11-28,86970.69
3637,DIJISA - LIMA,2019-10-31,14341.86
3639,EDUFARMA MERCADO,2019-10-31,95147.78
3640,LANCERO - TINGO MARIA,2019-10-31,10521.87
3641,MELVIN MICHEL AL,2019-10-31,606519.76
3643,SAN JUAN,2019-10-31,141741.93
3645,TAYMI,2019-10-31,879139.9
3646,ZV,2019-10-31,117063.78
3647,MARRACHE,2019-11-01,20213.02
3648,DIJISA - ICA,2019-11-02,4640.27
3649,DISART,2019-11-02,11437.2
3650,DROGUERIA SAN MARTIN,2019-11-02,35812.9
3651,EUROVA,2019-11-02,286347.26
3653,LANCERO - LA MERCED,2019-11-02,436.71
3654,LIDER - CHEPEN,2019-11-03,1288.93
3657,KONSUMASS,2019-11-04,153219.75
3658,DIJISA - AYACUCHO,2019-11-05,8677.16
3659,DIJISA - CHINCHA,2019-11-05,24314.21
3660,ESTILOS,2019-11-05,6629.7
3661,LA GENOVESA - MOQUEGUA,2019-11-05,595.69
3662,MYL_HERMANOS,2019-11-05,313812.7
3663,P&PJ CHINCHA,2019-11-05,40105.21
3664,PATITA SAC,2019-11-05,84088.47
3665,SIPAN - Y,2019-11-05,326171.74
3666,GRUPO SVS,2019-11-06,68392.44
3667,MYL_HERMANOS,2019-11-06,355610.28
3668,CHUPACA BUSINESS,2019-11-07,72944.13
3669,CURTIS NORTE,2019-11-07,5970.94
3670,PANAM,2019-11-07,44481.35
3671,VEGA - NORTE,2019-11-07,98534.93
3672,AGA - JAEN,2019-11-08,25803.2
3673,ALMACENES_SEVILLANO,2019-11-08,8804.45
3674,JRC - NAZCA,2019-11-08,7592.5
3676,MOLISAC,2019-11-08,150646.68
3678,PATITA SAC,2019-11-08,40014.95
3679,STA APOLONIA - CH,2019-11-08,65722.82
3680,TCA SAC,2019-11-08,38726.21
3681,VEGA - NORTE,2019-11-08,110942.51
3682,ALMACENES_SEVILLANO,2019-11-09,24840.9
3683,CORPORACION_VEGA,2019-11-09,42404.04
3684,FERROL,2019-11-09,60104.35
3685,LYG-CD_SAC,2019-11-09,146351.25
3686,TCA SAC,2019-11-09,34741.12
3687,AGA - JAEN,2019-11-11,45900.83
3688,DACIA - LIMA,2019-11-11,32723.75
3692,ARCANGEL,2019-11-12,139646.72
3693,GIANELA,2019-11-12,79024.39
3694,GUMISA - HUARAZ,2019-11-12,98749.36
3696,STA APOLONIA - CH,2019-11-12,48975.11
3697,CODIJISA - CHIMBOTE,2019-11-13,38862.86
3698,GUMISA - HUARAZ,2019-11-13,78385.36
3699,RICMAN,2019-11-13,97284.7
3700,RODAMEOS,2019-11-13,69120.51
3701,URBANO,2019-11-13,37535.14
3702,CODIJISA - TRUJILLO,2019-11-14,86523.17
3703,DACIA - LIMA,2019-11-14,21697.01
3705,RICMAN,2019-11-14,50418.22
3706,DIJISA - HUANCAYO,2019-11-15,6650.93
3707,EDUSA,2019-11-15,31789.74
3708,LANCERO - LA MERCED,2019-11-15,1439.5
3711,CODIFER,2019-11-16,38038.06
3712,DICOBELSA - LIMA,2019-11-16,40241.66
3713,GUMISA - HUARAZ,2019-11-16,120635.93
3714,LA GENOVESA - ILO,2019-11-16,444.93
3715,LANCERO - LA MERCED,2019-11-16,954.84
3717,VEGA - CENTRO,2019-11-16,58134.93
3719,KONSUMASS,2019-11-18,232427.58
3720,TAMBOS AQP,2019-11-18,28528.08
3721,EUROVA,2019-11-19,373244.33
3722,LANCERO - LA MERCED,2019-11-19,1014.66
3723,MARRACHE,2019-11-19,47320.09
3724,DISART,2019-11-20,42923.35
3725,EUROVA,2019-11-20,233102.32
3726,MYG,2019-11-20,11398.54
3727,CHUPACA BUSINESS,2019-11-21,29778.36
3728,KONSUMASS,2019-11-21,197927.29
3730,STA APOLONIA - T,2019-11-21,140271.75
3731,DIJISA - AYACUCHO,2019-11-22,9502.37
3732,ESTILOS,2019-11-22,13748.1
3733,JRC - NAZCA,2019-11-22,6689.47
3735,P&PJ CHINCHA,2019-11-22,58945.6
3736,PATITA SAC,2019-11-22,27570.71
3737,SIPAN - Y,2019-11-22,177958.15
3738,CASA GRANDE,2019-11-23,111283.15
3739,DIJISA - AYACUCHO,2019-11-23,14839.62
3740,ESTILOS,2019-11-23,13597.9
3741,LA GENOVESA - TACNA,2019-11-23,33360.23
3742,MYL_HERMANOS,2019-11-23,281937.74
3744,P&PJ CHINCHA,2019-11-23,63246.96
3745,SIPAN - Y,2019-11-23,150920.13
3746,AGA - JAEN,2019-11-25,35189.45
3747,AGA - MOYOBAMBA,2019-11-25,14242.01
3748,CHUPACA BUSINESS,2019-11-25,22050.96
3749,JRC - NAZCA,2019-11-25,8833.22
3751,LIDER - TRUJILLO,2019-11-25,3981.69
3753,TEMMY,2019-11-25,65798.63
3754,VEGA - NORTE,2019-11-25,86005.26
3755,5M DISTRIBUCIONES,2019-11-26,24829.44
3756,ALMACENES_SEVILLANO,2019-11-26,51379.2
3759,ECONOMYSA,2019-11-26,92924.92
3761,TCA SAC,2019-11-26,30864.62
3762,VEGA - ESTE,2019-11-26,45128.06
3763,CALLAYUC,2019-11-27,95557.94
3766,LANCERO - PUCALLPA,2019-11-27,17580.17
3767,RODAMEOS,2019-11-27,99355.34
3768,CALLAYUC,2019-11-28,125291.7
3770,DACIA - LIMA,2019-11-28,29492.91
3772,DIPSA-AYACUCHO,2019-11-28,92907.52
3773,JRC - ICA,2019-11-28,28278.62
3774,VEGA - SUR,2019-11-28,22583.53
3775,DISTRIBUIDORA CCM,2019-11-29,765254.24
3776,DYCART,2019-11-29,399890.83
3777,LANCERO - HUANUCO,2019-11-29,2832.1
3779,GUMISA - HUARAZ,2019-11-30,212860.34
3780,LA GENOVESA - ILO,2019-11-30,3411.72
3781,RODAMEOS,2019-11-30,11224.66
3782,SAUL,2019-11-30,71991.37
3783,URBANO,2019-11-30,383590.28
3784,CODIJISA - TRUJILLO,2019-12-02,24824.35
3786,DIJISA - LIMA,2019-12-03,14099.72
3787,EDUFARMA MERCADO,2019-12-03,158539.94
3788,LA GENOVESA - ILO,2019-12-03,2753.28
3789,SAUL,2019-10-29,148307.88
3790,TAMBOS LIMA,2019-10-29,468166.36
3791,URBANO,2019-10-29,63347.3
3792,VEGA - CENTRO,2019-10-29,69889.65
3794,CODIJISA - TRUJILLO,2019-10-30,37720.61
3795,DIPSA-ANDAHUAYLAS,2019-10-30,55198.45
3796,RICMAN,2019-10-30,217855.87
3797,CODIJISA - TRUJILLO,2019-10-31,104351.19
3799,EUROVA,2019-11-01,187141.84
3800,CURTIS ESTE,2019-11-02,13498.53
3801,LA GENOVESA - MOQUEGUA,2019-11-02,449.46
3803,STA APOLONIA - T,2019-11-02,83468.67
3804,AGA - TARAPOTO,2019-11-04,8059.73
3805,CASA GRANDE,2019-11-04,122524.35
3806,ESTILOS,2019-11-04,7403.17
3807,LA GENOVESA - TACNA,2019-11-04,48729.61
3808,LIDER - CHEPEN,2019-11-04,7590.59
3809,P&PJ CHINCHA,2019-11-04,91193.15
3810,SIPAN - Y,2019-11-04,241426.62
3811,CASA GRANDE,2019-11-05,107271.01
3812,LA GENOVESA - TACNA,2019-11-05,37648.28
3813,MYG,2019-11-05,10603.6
3815,AGA - MOYOBAMBA,2019-11-06,12605.42
3817,CHUPACA BUSINESS,2019-11-06,115004.82
3818,DIJISA - CHINCHA,2019-11-06,25852.24
3819,FERROL,2019-11-06,40615.54
3821,5M DISTRIBUCIONES,2019-11-07,23053.04
3822,AGA - MOYOBAMBA,2019-11-07,19140.28
3823,GRUPO SVS,2019-11-07,52204.85
3824,JRC - NAZCA,2019-11-07,9276.87
3825,LIDER - TRUJILLO,2019-11-07,10656.51
3827,TEMMY,2019-11-07,50400.44
3828,5M DISTRIBUCIONES,2019-11-08,39402.22
3829,CURTIS NORTE,2019-11-08,5079.66
3830,DIJISA - AYACUCHO,2019-11-08,10051.73
3832,LANCERO - PUCALLPA,2019-11-08,19215.54
3834,PANAM,2019-11-08,50182.11
3835,SIPAN - Y,2019-11-08,204279.73
3836,VEGA - ESTE,2019-11-08,37305.44
3837,CALLAYUC,2019-11-09,121293.82
3838,DIPSA-AYACUCHO,2019-11-09,85624.68
3839,GIANELA,2019-11-09,37967.11
3840,JRC - ICA,2019-11-09,39414.0
3841,LANCERO - PUCALLPA,2019-11-09,10792.08
3842,MOLISAC,2019-11-09,102737.14
3843,STA APOLONIA - CH,2019-11-09,90794.16
3844,VEGA - SUR,2019-11-09,41858.98
3845,CORPORACION_VEGA,2019-11-10,33444.97
3846,LIDER - TRUJILLO,2019-11-10,47.28
3847,5M DISTRIBUCIONES,2019-11-11,34788.8
3848,DIPSA-ABANCAY,2019-11-11,25255.1
3851,DISTRIBUIDORA CCM,2019-11-11,616952.13
3852,DYCART,2019-11-11,270051.73
3853,ECONOMYSA,2019-11-11,110774.4
3854,LANCERO - HUANUCO,2019-11-11,5738.57
3855,SODALES,2019-11-11,113333.09
3856,VEGA - ESTE,2019-11-11,33209.57
3858,ECONOMYSA,2019-11-12,138556.68
3859,LAGUI,2019-11-12,112212.71
3860,RODAMEOS,2019-11-12,93912.8
3861,SAUL,2019-11-12,114792.9
3862,URBANO,2019-11-12,24531.29
3863,VEGA - ESTE,2019-11-12,55431.83
3864,ARCANGEL,2019-11-13,135325.21
3865,CODIJISA - TRUJILLO,2019-11-13,80888.92
3866,DIPSA-ANDAHUAYLAS,2019-11-13,107989.3
