,Categoria,Fecha,Soles
1598,03 Servilletas Masivos,2019-12-11,717071.5
1599,01 Higiénicos Masivos,2020-05-12,6522007.02
1600,01 Mascarilla ,2020-10-31,3555.67
1601,01 Mascarilla ,2021-05-05,2154.95
1602,02 Rollos de Cocina,2020-06-26,1371623.22
1603,01 Mascarilla ,2021-05-11,807.85
1604,04 Pañuelos Masivos,2020-10-22,8734.46
1605,01 Higiénicos Masivos,2019-11-08,5810994.39
1606,03 Servilletas Masivos,2020-06-14,826.18
1607,38 Pañales Adultos,2019-09-23,65542.6
1608,05 Pañales Bebe,2021-03-27,2332375.29
1609,02 Rollos de Cocina,2019-12-23,792000.78
1610,10 Toallas Femeninas,2019-10-02,155053.94
1611,05 Pañales Bebe,2020-09-22,2448564.91
1612,03 Servilletas Masivos,2020-06-08,260011.33
1613,02 Rollos de Cocina,2019-12-26,652293.15
1614,10 Toallas Femeninas,2020-04-05,6494.53
1615,04 Pañuelos Masivos,2020-04-16,5740.27
1616,38 Pañales Adultos,2020-11-14,57150.83
1617,01 Higiénicos Masivos,2020-12-30,9433281.24
1618,11 Toallas Húmedas,2020-09-02,63503.56
1619,02 Rollos de Cocina,2021-02-13,943885.45
1620,38 Pañales Adultos,2019-09-20,105450.0
1621,01 Mascarilla ,2021-05-08,3107.58
1622,11 Toallas Húmedas,2021-03-07,9699.29
1623,10 Toallas Femeninas,2021-05-31,266322.4
1624,38 Pañales Adultos,2020-05-12,62163.87
1625,03 Servilletas Masivos,2019-12-08,6604.97
1626,11 Toallas Húmedas,2020-01-14,55044.05
1627,01 Mascarilla ,2020-11-03,1461.34
1628,03 Servilletas Masivos,2020-06-11,344712.66
1629,01 Higiénicos Masivos,2019-11-11,5902276.41
1630,10 Toallas Femeninas,2021-05-25,208767.04
1631,01 Mascotas,2021-02-15,214.33
1632,10 Toallas Femeninas,2019-10-05,176736.19
1633,11 Toallas Húmedas,2020-02-11,46077.62
1634,11 Toallas Húmedas,2020-08-15,40075.12
1635,02 Rollos de Cocina,2021-05-09,141969.85
1636,05 Pañales Bebe,2020-06-19,1965588.06
1637,01 Mascotas,2021-01-28,477.4
1638,38 Pañales Adultos,2020-04-27,98071.23
1639,04 Pañuelos Masivos,2020-01-12,149.61
1640,02 Rollos de Cocina,2021-05-15,1413303.13
1641,38 Pañales Adultos,2020-10-27,70365.1
1642,02 Rollos de Cocina,2020-03-20,718223.85
1643,10 Toallas Femeninas,2021-02-19,216843.56
1644,01 Higiénicos Masivos,2020-12-12,4884842.58
1645,03 Servilletas Masivos,2019-11-23,571748.4
1646,03 Servilletas Masivos,2021-01-14,601552.57
1647,05 Pañales Bebe,2020-12-19,3046120.21
1648,01 Mascarilla ,2021-02-06,11846.89
1649,04 Pañuelos Masivos,2020-07-16,7515.07
1650,02 Rollos de Cocina,2019-09-16,586890.77
1651,01 Higiénicos Masivos,2021-06-16,3890307.47
1652,01 Mascarilla ,2021-02-12,13480.07
1653,01 Mascotas,2020-07-29,1356.31
1654,01 Higiénicos Masivos,2019-10-21,5281790.57
1655,02 Rollos de Cocina,2021-05-12,1160028.52
1656,05 Pañales Bebe,2020-06-16,1895965.9
1657,01 Mascotas,2021-01-25,2089.62
1658,03 Servilletas Masivos,2021-01-11,388116.02
1659,11 Toallas Húmedas,2020-08-18,64149.47
1660,10 Toallas Femeninas,2019-12-29,43650.43
1661,38 Pañales Adultos,2019-10-21,66265.17
1662,38 Pañales Adultos,2020-04-24,42524.72
1663,11 Toallas Húmedas,2020-02-14,42194.58
1664,02 Rollos de Cocina,2020-11-07,1693646.52
1665,04 Pañuelos Masivos,2020-07-13,5751.43
1666,38 Pañales Adultos,2020-04-21,112446.52
1667,01 Higiénicos Masivos,2020-12-09,4417768.06
1668,10 Toallas Femeninas,2019-12-26,164502.54
1669,03 Servilletas Masivos,2019-11-20,684326.72
1670,01 Higiénicos Masivos,2020-12-15,5516610.98
1671,04 Pañuelos Masivos,2020-01-09,17030.96
1672,02 Rollos de Cocina,2019-09-19,793118.98
1673,01 Mascarilla ,2021-02-09,19782.06
1674,05 Pañales Bebe,2020-06-13,2503601.1
1675,10 Toallas Femeninas,2021-02-16,217349.41
1676,38 Pañales Adultos,2021-06-16,154818.99
1677,11 Toallas Húmedas,2021-02-17,76883.36
1678,02 Rollos de Cocina,2019-09-13,859449.83
1679,04 Pañuelos Masivos,2020-01-18,8464.23
1680,02 Rollos de Cocina,2019-09-22,12282.57
1681,38 Pañales Adultos,2021-04-25,2611.0
1682,11 Toallas Húmedas,2019-12-21,52322.11
1683,01 Higiénicos Masivos,2020-06-18,5411035.91
1684,01 Higiénicos Masivos,2020-06-12,6255587.62
1685,10 Toallas Femeninas,2020-08-26,240985.42
1686,10 Toallas Femeninas,2020-08-20,241576.01
1687,03 Servilletas Masivos,2020-07-15,302607.26
1688,05 Pañales Bebe,2019-12-16,1874373.65
1689,03 Servilletas Masivos,2020-07-12,6399.63
1690,05 Pañales Bebe,2019-12-22,439817.84
1691,02 Rollos de Cocina,2020-11-10,1396867.52
1692,11 Toallas Húmedas,2021-02-14,13214.35
1693,01 Mascotas,2020-08-04,285.78
1694,04 Pañuelos Masivos,2021-03-08,2907.36
1695,10 Toallas Femeninas,2021-02-25,215798.64
1696,02 Rollos de Cocina,2020-11-16,1738263.17
1697,38 Pañales Adultos,2020-10-21,91919.57
1698,01 Higiénicos Masivos,2019-12-15,631233.36
1699,11 Toallas Húmedas,2020-08-12,58444.16
1700,02 Rollos de Cocina,2020-05-14,1205833.21
1701,01 Higiénicos Masivos,2020-06-15,5379006.1
1702,04 Pañuelos Masivos,2020-01-15,9159.18
1703,03 Servilletas Masivos,2020-01-14,865599.68
1704,05 Pañales Bebe,2020-06-22,1863086.36
1705,01 Higiénicos Masivos,2020-12-18,6908158.57
1706,38 Pañales Adultos,2021-04-22,59153.64
1707,01 Higiénicos Masivos,2019-12-12,6020630.03
1708,10 Toallas Femeninas,2020-08-23,186.43
1709,03 Servilletas Masivos,2020-07-18,223468.69
1710,05 Pañales Bebe,2019-12-19,2215145.15
1711,02 Rollos de Cocina,2020-11-13,1224964.08
1712,03 Servilletas Masivos,2021-01-17,13692.43
1713,11 Toallas Húmedas,2021-02-11,73070.1
1714,01 Mascotas,2020-08-01,29.45
1715,04 Pañuelos Masivos,2021-03-05,6397.75
1716,10 Toallas Femeninas,2021-02-22,257340.67
1717,02 Rollos de Cocina,2020-05-11,1233354.83
1718,01 Mascotas,2021-02-03,1976.21
1719,38 Pañales Adultos,2020-10-24,60261.21
1720,04 Pañuelos Masivos,2021-03-11,9456.51
1721,05 Pañales Bebe,2021-02-09,1775914.8
1722,01 Mascarilla ,2021-02-15,14262.53
1723,03 Servilletas Masivos,2020-01-17,651394.24
1724,10 Toallas Femeninas,2020-02-22,164180.09
1725,05 Pañales Bebe,2021-02-12,1835522.01
1726,02 Rollos de Cocina,2019-11-13,775135.24
1727,11 Toallas Húmedas,2021-04-16,94317.34
1728,03 Servilletas Masivos,2020-07-21,264499.89
1729,04 Pañuelos Masivos,2020-09-12,6341.33
1730,38 Pañales Adultos,2020-12-21,95094.42
1731,01 Mascarilla ,2020-12-10,1414.79
1732,11 Toallas Húmedas,2020-10-12,56005.16
1733,38 Pañales Adultos,2020-06-24,71976.05
1734,03 Servilletas Masivos,2021-03-10,319495.16
1735,01 Higiénicos Masivos,2021-02-11,3733831.31
1736,38 Pañales Adultos,2020-06-18,100251.45
1737,01 Higiénicos Masivos,2019-12-21,5793116.71
1738,05 Pañales Bebe,2020-08-16,461.02
1739,01 Mascotas,2021-03-27,37.96
1740,11 Toallas Húmedas,2020-04-12,323.3
1741,01 Mascarilla ,2020-12-13,685.68
1742,05 Pañales Bebe,2021-02-18,2495173.02
1743,10 Toallas Femeninas,2020-02-28,267712.38
1744,02 Rollos de Cocina,2020-05-20,1292078.7
1745,04 Pañuelos Masivos,2021-03-14,109.2
1746,10 Toallas Femeninas,2020-08-29,248318.95
1747,38 Pañales Adultos,2020-12-24,46018.44
1748,01 Higiénicos Masivos,2021-02-08,4453801.87
1749,04 Pañuelos Masivos,2020-09-09,5350.26
1750,03 Servilletas Masivos,2021-03-13,269534.76
1751,02 Rollos de Cocina,2019-11-16,588834.02
1752,05 Pañales Bebe,2020-08-13,2218804.01
1753,10 Toallas Femeninas,2021-04-18,12007.34
1754,11 Toallas Húmedas,2020-10-15,57944.2
1755,01 Mascarilla ,2021-06-17,1215.77
1756,01 Mascarilla ,2020-12-16,1455.29
1757,05 Pañales Bebe,2019-12-25,82128.64
1758,01 Higiénicos Masivos,2019-12-18,6211325.12
1759,05 Pañales Bebe,2021-02-15,1762920.94
1760,04 Pañuelos Masivos,2020-09-06,9.42
1761,10 Toallas Femeninas,2020-02-25,260141.6
1762,03 Servilletas Masivos,2020-01-20,588252.5
1763,01 Mascotas,2021-03-30,19.92
1764,02 Rollos de Cocina,2020-05-17,35285.05
1765,02 Rollos de Cocina,2021-01-10,99030.74
1766,01 Mascotas,2020-10-01,258.56
1767,38 Pañales Adultos,2019-10-24,57497.93
1768,38 Pañales Adultos,2019-10-30,86289.28
1769,03 Servilletas Masivos,2021-02-23,281232.72
1770,05 Pañales Bebe,2020-04-11,1648986.42
1771,10 Toallas Femeninas,2019-11-16,234388.17
1772,03 Servilletas Masivos,2020-08-21,308816.21
1773,01 Mascotas,2020-08-12,344.33
1774,04 Pañuelos Masivos,2020-06-06,12916.06
1775,05 Pañales Bebe,2021-06-03,1805641.32
1776,10 Toallas Femeninas,2020-05-20,220546.02
1777,38 Pañales Adultos,2020-06-26,60697.68
1778,38 Pañales Adultos,2020-12-29,95317.13
1779,02 Rollos de Cocina,2020-03-03,885715.22
1780,02 Rollos de Cocina,2021-03-10,835516.59
1781,11 Toallas Húmedas,2021-04-24,76850.7
1782,38 Pañales Adultos,2019-11-07,71846.1
1783,05 Pañales Bebe,2019-10-11,2007716.65
1784,01 Higiénicos Masivos,2020-07-22,5597877.01
1785,38 Pañales Adultos,2020-06-29,55059.5
1786,02 Rollos de Cocina,2020-09-05,1320781.5
1787,05 Pañales Bebe,2020-04-14,2239946.09
1788,03 Servilletas Masivos,2021-02-20,265045.23
1789,01 Higiénicos Masivos,2021-01-24,95795.69
1790,04 Pañuelos Masivos,2020-12-06,142.56
1791,05 Pañales Bebe,2020-12-02,1326873.04
1792,10 Toallas Femeninas,2019-11-19,225954.35
1793,38 Pañales Adultos,2020-12-26,69131.22
1794,10 Toallas Femeninas,2020-05-23,206556.98
1795,04 Pañuelos Masivos,2020-06-03,4973.79
1796,03 Servilletas Masivos,2019-12-30,802437.08
1797,02 Rollos de Cocina,2020-09-08,1295069.97
1798,01 Mascotas,2020-02-11,33.48
1799,10 Toallas Femeninas,2021-01-10,15708.92
1800,05 Pañales Bebe,2021-06-06,89846.88
1801,11 Toallas Húmedas,2020-10-20,62082.67
1802,01 Higiénicos Masivos,2019-11-30,10307066.02
1803,11 Toallas Húmedas,2020-10-17,67239.76
1804,05 Pañales Bebe,2019-10-14,2163386.13
1805,02 Rollos de Cocina,2020-09-02,1242342.98
1806,04 Pañuelos Masivos,2020-12-03,4977.75
1807,01 Higiénicos Masivos,2020-07-19,124095.23
1808,11 Toallas Húmedas,2021-04-21,78556.07
1809,05 Pañales Bebe,2019-10-08,1397661.76
1810,02 Rollos de Cocina,2021-03-07,10613.09
1811,11 Toallas Húmedas,2019-09-01,832.8
1812,01 Higiénicos Masivos,2021-01-21,4434341.77
1813,05 Pañales Bebe,2021-06-09,2330233.89
1814,01 Mascotas,2021-04-07,746.39
1815,02 Rollos de Cocina,2020-03-09,1091575.29
1816,01 Higiénicos Masivos,2020-01-24,5367448.06
1817,01 Mascotas,2020-10-03,146.56
1818,05 Pañales Bebe,2020-12-05,2102589.45
1819,38 Pañales Adultos,2020-12-23,69101.84
1820,10 Toallas Femeninas,2021-01-13,249065.48
1821,01 Mascarilla ,2021-04-19,2441.59
1822,01 Higiénicos Masivos,2020-07-28,1736522.66
1823,01 Mascotas,2020-02-14,69.32
1824,04 Pañuelos Masivos,2019-12-09,5383.35
1825,38 Pañales Adultos,2020-05-05,76331.04
1826,03 Servilletas Masivos,2020-08-27,343553.86
1827,04 Pañuelos Masivos,2019-12-03,7973.08
1828,03 Servilletas Masivos,2020-02-23,6204.6
1829,05 Pañales Bebe,2020-12-11,1923075.24
1830,11 Toallas Húmedas,2020-02-25,50575.57
1831,05 Pañales Bebe,2019-10-17,2556002.82
1832,01 Mascarilla ,2021-04-16,1725.72
1833,38 Pañales Adultos,2019-11-01,5893.72
1834,11 Toallas Húmedas,2021-04-18,3105.39
1835,10 Toallas Femeninas,2019-11-22,186252.32
1836,01 Mascarilla ,2020-10-18,628.54
1837,04 Pañuelos Masivos,2020-06-09,2485.92
1838,03 Servilletas Masivos,2021-02-26,273324.79
1839,10 Toallas Femeninas,2020-07-14,172937.28
1840,01 Mascotas,2021-04-10,219.24
1841,38 Pañales Adultos,2019-10-29,97766.39
1842,04 Pañuelos Masivos,2019-12-06,10207.08
1843,01 Mascotas,2020-10-06,851.63
1844,02 Rollos de Cocina,2020-03-12,1959927.23
1845,01 Higiénicos Masivos,2020-07-25,4408994.22
1846,03 Servilletas Masivos,2020-08-24,294674.69
1847,01 Mascarilla ,2021-04-22,2089.49
1848,05 Pañales Bebe,2021-06-12,2600791.77
1849,01 Higiénicos Masivos,2020-01-21,5636104.62
1850,02 Rollos de Cocina,2020-03-06,1018485.3
1851,10 Toallas Femeninas,2021-01-16,197877.13
1852,03 Servilletas Masivos,2020-02-20,622475.89
1853,11 Toallas Húmedas,2020-02-22,36377.66
1854,38 Pañales Adultos,2019-11-04,63368.47
1855,01 Higiénicos Masivos,2021-03-17,4595861.45
1856,05 Pañales Bebe,2020-12-08,1783160.53
1857,11 Toallas Húmedas,2020-02-28,41294.44
1858,02 Rollos de Cocina,2019-09-05,761041.79
1859,02 Rollos de Cocina,2021-05-01,9296.02
1860,38 Pañales Adultos,2021-06-24,92009.31
1861,04 Pañuelos Masivos,2021-01-27,5995.19
1862,05 Pañales Bebe,2020-06-05,2136143.09
1863,10 Toallas Femeninas,2019-11-25,212344.99
1864,01 Higiénicos Masivos,2020-09-18,7109359.92
1865,10 Toallas Femeninas,2021-01-19,221463.13
1866,11 Toallas Húmedas,2021-06-24,58372.58
1867,04 Pañuelos Masivos,2021-01-30,20493.24
1868,38 Pañales Adultos,2020-01-07,87172.51
1869,05 Pañales Bebe,2019-12-08,19454.35
1870,10 Toallas Femeninas,2020-07-17,174119.08
1871,02 Rollos de Cocina,2021-05-07,1121317.87
1872,01 Higiénicos Masivos,2021-03-23,3663566.12
1873,04 Pañuelos Masivos,2021-02-05,3146.23
1874,38 Pañales Adultos,2021-02-28,693.73
1875,11 Toallas Húmedas,2021-06-18,73341.44
1876,02 Rollos de Cocina,2020-11-02,738600.89
1877,01 Mascotas,2020-10-09,547.69
1878,01 Mascotas,2020-04-06,144.25
1879,10 Toallas Femeninas,2020-01-16,216058.58
1880,38 Pañales Adultos,2021-02-25,77758.03
1881,11 Toallas Húmedas,2019-10-29,43858.85
1882,03 Servilletas Masivos,2021-04-22,365615.0
1883,01 Higiénicos Masivos,2021-03-20,3229265.02
1884,10 Toallas Femeninas,2020-07-20,187250.45
1885,11 Toallas Húmedas,2019-10-23,46614.96
1886,05 Pañales Bebe,2020-06-14,115466.07
1887,02 Rollos de Cocina,2021-05-04,1346350.0
1888,02 Rollos de Cocina,2019-09-08,14224.57
1889,05 Pañales Bebe,2020-06-08,2680030.42
1890,02 Rollos de Cocina,2019-09-14,706320.37
1891,01 Mascarilla ,2021-02-14,589.9
1892,38 Pañales Adultos,2020-01-04,99684.66
1893,02 Rollos de Cocina,2020-10-30,2105869.06
1894,01 Higiénicos Masivos,2020-01-27,5786489.86
1895,04 Pañuelos Masivos,2021-02-02,3590.33
1896,11 Toallas Húmedas,2020-12-17,56302.12
1897,03 Servilletas Masivos,2020-02-29,688083.24
1898,04 Pañuelos Masivos,2020-07-31,19771.32
1899,01 Mascotas,2021-06-01,2630.82
1900,11 Toallas Húmedas,2021-06-21,58882.95
1901,03 Servilletas Masivos,2020-10-18,8032.29
1902,38 Pañales Adultos,2021-02-22,76025.28
1903,02 Rollos de Cocina,2019-09-11,786284.09
1904,04 Pañuelos Masivos,2019-12-12,11504.03
1905,01 Mascotas,2020-10-12,2488.52
1906,01 Mascotas,2021-03-24,660.88
1907,11 Toallas Húmedas,2020-05-13,58320.6
1908,05 Pañales Bebe,2020-05-25,2764435.97
1909,03 Servilletas Masivos,2020-05-11,197671.06
1910,38 Pañales Adultos,2020-06-12,56712.72
1911,38 Pañales Adultos,2019-12-09,84804.24
1912,01 Mascarilla ,2021-03-12,2025.78
1913,01 Mascotas,2020-03-23,40.64
1914,11 Toallas Húmedas,2019-11-09,44894.25
1915,02 Rollos de Cocina,2019-11-22,633641.32
1916,04 Pañuelos Masivos,2020-02-22,9446.18
1917,01 Mascotas,2021-05-15,179.48
1918,38 Pañales Adultos,2020-12-15,43683.11
1919,02 Rollos de Cocina,2020-05-26,1201983.74
1920,03 Servilletas Masivos,2021-05-15,212683.61
1921,03 Servilletas Masivos,2020-11-16,317868.43
1922,01 Higiénicos Masivos,2020-09-01,3471339.09
1923,01 Higiénicos Masivos,2021-03-06,3230181.82
1924,05 Pañales Bebe,2019-11-21,2499461.44
1925,05 Pañales Bebe,2019-11-27,2666681.02
1926,04 Pañuelos Masivos,2020-08-26,9164.89
1927,02 Rollos de Cocina,2020-11-28,1569292.31
1928,03 Servilletas Masivos,2020-11-10,397258.71
1929,10 Toallas Femeninas,2021-04-01,95700.82
1930,38 Pañales Adultos,2019-12-12,59065.59
1931,11 Toallas Húmedas,2020-05-16,69911.15
1932,01 Mascarilla ,2021-03-15,2035.95
1933,05 Pañales Bebe,2021-01-15,2693437.54
1934,38 Pañales Adultos,2020-06-15,76110.84
1935,10 Toallas Femeninas,2020-02-08,150305.22
1936,01 Mascotas,2020-03-26,5.76
1937,10 Toallas Femeninas,2020-02-11,249289.36
1938,01 Higiénicos Masivos,2020-03-02,4481077.8
1939,04 Pañuelos Masivos,2020-02-25,13353.21
1940,01 Higiénicos Masivos,2020-09-04,5050407.92
1941,10 Toallas Femeninas,2020-09-30,439601.26
1942,38 Pañales Adultos,2020-06-09,80012.54
1943,02 Rollos de Cocina,2020-05-29,1360093.0
1944,01 Mascarilla ,2020-09-07,318.05
1945,05 Pañales Bebe,2019-11-24,44424.02
1946,11 Toallas Húmedas,2020-11-15,2209.59
1947,10 Toallas Femeninas,2021-04-04,23995.86
1948,02 Rollos de Cocina,2020-05-23,1278143.52
1949,04 Pañuelos Masivos,2020-02-19,10792.47
1950,01 Higiénicos Masivos,2020-08-29,5538529.48
1951,03 Servilletas Masivos,2020-11-13,309925.35
1952,01 Mascotas,2021-05-18,437.98
1953,05 Pañales Bebe,2021-01-18,2293701.46
1954,03 Servilletas Masivos,2020-05-17,6135.59
1955,05 Pañales Bebe,2020-07-16,2352750.75
1956,01 Mascotas,2020-11-16,1326.77
1957,01 Higiénicos Masivos,2019-09-04,6129460.12
1958,02 Rollos de Cocina,2019-11-28,701683.32
1959,03 Servilletas Masivos,2019-11-13,629778.1
1960,38 Pañales Adultos,2021-04-04,1757.27
1961,01 Higiénicos Masivos,2020-03-08,125639.45
1962,10 Toallas Femeninas,2020-10-09,195800.68
1963,04 Pañuelos Masivos,2021-04-24,4499.4
1964,01 Mascarilla ,2021-01-10,825.49
1965,38 Pañales Adultos,2020-02-11,50108.82
1966,10 Toallas Femeninas,2020-10-03,156618.21
1967,38 Pañales Adultos,2020-08-15,60963.89
1968,01 Higiénicos Masivos,2020-09-07,5401245.98
1969,11 Toallas Húmedas,2020-01-09,44460.73
1970,01 Mascotas,2021-05-21,1604.02
1971,10 Toallas Femeninas,2021-04-07,217446.95
1972,11 Toallas Húmedas,2020-01-15,31226.38
1973,05 Pañales Bebe,2020-07-19,31410.37
1974,01 Higiénicos Masivos,2021-04-30,12696849.84
1975,03 Servilletas Masivos,2020-05-14,245039.84
1976,01 Mascotas,2020-11-19,1118.31
1977,05 Pañales Bebe,2021-01-21,2395829.5
1978,01 Higiénicos Masivos,2019-09-01,21342.13
1979,01 Mascotas,2020-11-13,7903.3
1980,10 Toallas Femeninas,2020-04-03,246049.62
1981,04 Pañuelos Masivos,2020-02-28,7743.55
1982,04 Pañuelos Masivos,2021-04-18,72.8
1983,03 Servilletas Masivos,2020-05-20,217758.96
1984,02 Rollos de Cocina,2019-12-01,6296.04
1985,02 Rollos de Cocina,2019-11-25,697823.26
1986,03 Servilletas Masivos,2019-11-10,19799.59
1987,10 Toallas Femeninas,2020-10-06,155753.23
1988,01 Higiénicos Masivos,2020-03-05,5046392.06
1989,11 Toallas Húmedas,2020-07-16,52959.45
1990,38 Pañales Adultos,2020-02-08,49399.68
1991,04 Pañuelos Masivos,2021-04-21,3987.5
1992,11 Toallas Húmedas,2021-03-05,79262.97
1993,01 Mascarilla ,2021-01-07,3017.25
1994,11 Toallas Húmedas,2020-01-12,2000.96
1995,02 Rollos de Cocina,2021-01-19,1506294.78
1996,01 Higiénicos Masivos,2021-04-27,4343078.21
1997,38 Pañales Adultos,2020-02-14,66512.07
1998,04 Pañuelos Masivos,2020-10-17,13277.13
1999,38 Pañales Adultos,2021-02-11,82225.43
2000,04 Pañuelos Masivos,2020-04-23,5265.23
2001,10 Toallas Femeninas,2020-04-06,160731.15
2002,03 Servilletas Masivos,2021-01-10,63890.19
2003,04 Pañuelos Masivos,2020-10-26,6095.12
2004,11 Toallas Húmedas,2021-01-12,67635.39
2005,03 Servilletas Masivos,2020-07-08,245797.73
2006,02 Rollos de Cocina,2020-07-23,1189047.83
2007,01 Higiénicos Masivos,2020-11-01,81893.48
2008,01 Mascotas,2020-05-20,114.29
2009,01 Mascarilla ,2021-01-13,3661.57
2010,38 Pañales Adultos,2020-08-09,196.84
2011,11 Toallas Húmedas,2020-07-10,54080.39
2012,02 Rollos de Cocina,2021-01-22,1302504.5
2013,03 Servilletas Masivos,2019-11-19,717152.27
2014,01 Mascotas,2020-05-23,576.43
2015,10 Toallas Femeninas,2021-06-01,111123.42
2016,02 Rollos de Cocina,2020-07-20,1431464.62
2017,05 Pañales Bebe,2020-01-21,2399586.06
2018,01 Higiénicos Masivos,2021-05-06,3915466.68
2019,01 Higiénicos Masivos,2019-09-10,6877386.16
2020,04 Pañuelos Masivos,2020-10-20,14549.61
2021,05 Pañales Bebe,2020-07-25,1896776.9
2022,10 Toallas Femeninas,2019-10-06,4491.38
2023,03 Servilletas Masivos,2021-01-07,556205.92
2024,10 Toallas Femeninas,2020-04-09,12416.73
2025,11 Toallas Húmedas,2021-01-09,75482.39
2026,04 Pañuelos Masivos,2020-04-20,7390.76
2027,01 Higiénicos Masivos,2019-09-07,5562047.36
2028,01 Higiénicos Masivos,2020-10-29,6670124.17
2029,11 Toallas Húmedas,2020-07-07,59032.01
2030,38 Pañales Adultos,2020-08-12,74841.91
2031,04 Pañuelos Masivos,2019-09-01,19.49
2032,11 Toallas Húmedas,2020-07-13,63505.67
2033,38 Pañales Adultos,2020-08-06,89687.81
2034,10 Toallas Femeninas,2021-05-29,209977.52
2035,01 Higiénicos Masivos,2021-05-03,2444995.63
2036,05 Pañales Bebe,2020-01-18,3372899.18
2037,02 Rollos de Cocina,2021-01-25,1523910.97
2038,03 Servilletas Masivos,2019-11-16,708501.13
2039,05 Pañales Bebe,2021-03-14,52694.93
2040,04 Pañuelos Masivos,2020-10-23,6503.45
2041,05 Pañales Bebe,2020-07-22,2291769.41
2042,02 Rollos de Cocina,2020-12-18,3492258.43
2043,03 Servilletas Masivos,2020-04-18,190342.99
2044,02 Rollos de Cocina,2021-06-22,1020673.86
2045,04 Pañuelos Masivos,2021-03-23,4879.58
2046,05 Pañales Bebe,2020-06-17,2320343.94
2047,04 Pañuelos Masivos,2020-09-18,4513.62
2048,38 Pañales Adultos,2021-01-04,62607.07
2049,01 Mascotas,2021-04-22,605.82
2050,11 Toallas Húmedas,2020-12-08,43919.75
2051,03 Servilletas Masivos,2020-12-06,11464.05
2052,03 Servilletas Masivos,2021-06-10,401902.9
2053,10 Toallas Femeninas,2020-03-05,215385.82
2054,11 Toallas Húmedas,2021-06-12,84794.69
2055,38 Pañales Adultos,2021-01-07,94165.24
2056,02 Rollos de Cocina,2019-10-27,36509.09
2057,10 Toallas Femeninas,2020-09-07,234657.69
2058,04 Pañuelos Masivos,2021-03-26,6654.68
2059,05 Pañales Bebe,2020-12-23,2163073.79
2060,01 Higiénicos Masivos,2020-02-08,5431488.24
2061,11 Toallas Húmedas,2019-10-17,39839.93
2062,02 Rollos de Cocina,2019-11-02,564227.82
2063,03 Servilletas Masivos,2019-10-15,659341.01
2064,01 Mascarilla ,2021-04-04,190.85
2065,02 Rollos de Cocina,2021-06-25,1314762.52
2066,38 Pañales Adultos,2019-11-19,59457.83
2067,04 Pañuelos Masivos,2021-03-20,2754.4
2068,05 Pañales Bebe,2020-06-20,1685624.36
2069,01 Mascotas,2020-10-21,1607.24
2070,03 Servilletas Masivos,2020-04-15,235648.02
2071,01 Higiénicos Masivos,2021-04-01,1787743.51
2072,11 Toallas Húmedas,2020-12-11,51892.8
2073,02 Rollos de Cocina,2020-12-21,1998797.73
2074,11 Toallas Húmedas,2020-12-05,52013.02
2075,10 Toallas Femeninas,2020-09-10,203293.63
